BIT_DEPTH,RATE_OF_PENETRATION,HOOK_LOAD,DIFFERENTIAL_PRESSURE,WEIGHT_ON_BIT,DRILL_BIT_ID,DRILL_BIT_NAME
422.57,775.7,62.7,552,33.16,1,Apollo
425.15,753.3,52.1,602,35.98,1,Apollo
426.64,651.7,51.3,548,33,1,Apollo
428.3,844.1,49.2,534,29.28,1,Apollo
429.34,481.9,60.1,324,19.99,1,Apollo
430.73,526.9,58.6,695,28.2,1,Apollo
431.32,609.3,58.6,624,26.48,1,Apollo
433.18,680.9,53.5,643,24.6,1,Apollo
434.68,655.2,57.2,704,20.87,1,Apollo
438.5,533.4,55.9,652,17.7,1,Apollo
439.03,587.3,61.4,575,19.58,1,Apollo
442.25,557.8,64.3,362,16.52,1,Apollo
443.18,693.2,57.6,806,22.91,1,Apollo
444.96,761.5,64.6,607,20.21,1,Apollo
445.23,741.5,58.2,616,27.17,1,Apollo
447.1,585.2,55.6,464,32.71,1,Apollo
457.14,605.4,59,649,23.42,1,Apollo
458.6,520.9,71.1,407,11.82,1,Apollo
460.63,598.4,61.4,491,22.91,1,Apollo
465,409.4,91.5,13,-0.31,1,Apollo
466.29,404.6,95.6,96,-0.85,1,Apollo
467.12,585.7,69.6,524,16.39,1,Apollo
468.5,451.8,65.2,556,23.15,1,Apollo
469.11,494,68.5,651,24.2,1,Apollo
470.74,548.7,60.1,750,28.2,1,Apollo
471.04,457,62.7,587,33.66,1,Apollo
472.54,498.7,57.4,734,34.29,1,Apollo
473.1,489.2,71.2,424,21.79,1,Apollo
474.55,583,64.7,672,31.79,1,Apollo
475.22,514,68.1,554,23.31,1,Apollo
476.66,641.5,64.2,707,25.5,1,Apollo
478.54,705.3,58.9,755,31.59,1,Apollo
479.21,731.7,61.3,824,25.15,1,Apollo
480.51,794.1,63.4,473,23.76,1,Apollo
481.08,746.1,60.7,847,33.84,1,Apollo
482.57,717.8,63.7,665,26.42,1,Apollo
483.19,837,66.2,709,21.98,1,Apollo
484.73,756.2,67.8,608,35.7,1,Apollo
485.02,757.1,67.8,966,23.48,1,Apollo
486.16,620.9,64.2,570,25.48,1,Apollo
487.05,628.4,78.1,617,17.04,1,Apollo
488.62,951.8,80.2,345,11.05,1,Apollo
490.54,947.3,62.8,573,29.8,1,Apollo
492.29,734.7,69.4,641,34.34,1,Apollo
493.06,927.1,53.6,681,32.52,1,Apollo
494.78,809.2,59.1,719,34.7,1,Apollo
496.27,632.2,61.6,799,32.19,1,Apollo
497.42,633.9,72,820,16.24,1,Apollo
497.77,646.2,72,547,15.63,1,Apollo
498.75,489.7,57.8,524,29.17,1,Apollo
500.41,579.2,70.9,647,18.91,1,Apollo
500.75,658.7,63.7,710,29.69,1,Apollo
502.71,557.1,57.8,655,29.38,1,Apollo
503.3,669.2,65.8,968,29.38,1,Apollo
504.08,552.8,68.9,598,17.73,1,Apollo
504.79,685.3,55.7,861,40.42,1,Apollo
506.59,597.7,71.4,661,16.1,1,Apollo
509.09,546,67.8,1013,39.56,1,Apollo
510.06,536.6,58.7,672,31.02,1,Apollo
512.53,429.5,50.4,615,34,1,Apollo
514.51,660.2,58.4,636,28.52,1,Apollo
516.56,673.6,70.8,956,36.16,1,Apollo
518.61,546,68.5,496,20.63,1,Apollo
520.62,612.9,64.2,951,21.52,1,Apollo
521.21,559.9,57.8,729,31.39,1,Apollo
522.97,655.3,55.1,538,34.14,1,Apollo
523.2,696.1,69.1,852,22.31,1,Apollo
524.63,600.8,62.5,889,32.95,1,Apollo
525.11,632.2,63.4,807,23.07,1,Apollo
526.65,505.2,64.9,611,23.66,1,Apollo
527.13,565.1,70.5,780,23.91,1,Apollo
528.61,572.4,75.9,662,12.08,1,Apollo
530.52,622.7,64.4,567,19.02,1,Apollo
532.2,613.8,62.3,911,32.25,1,Apollo
532.82,618.2,63.5,755,29.39,1,Apollo
534.73,596,62,857,20.34,1,Apollo
535.33,606.7,59.6,710,37.19,1,Apollo
536.7,849.8,56.4,879,31.95,1,Apollo
538.23,550.9,68.1,644,18.36,1,Apollo
538.75,551.2,65.1,590,21.39,1,Apollo
541.01,614.3,70.9,800,19.71,1,Apollo
542.65,505.2,58.1,619,21.11,1,Apollo
543.1,527.2,62.8,817,29.11,1,Apollo
544.53,434.7,59.8,492,25.79,1,Apollo
545,449.8,56,568,25.81,1,Apollo
546.52,518.4,64.4,795,23.49,1,Apollo
547.17,487.3,67.5,439,14.41,1,Apollo
548.5,543.3,60.3,566,26.61,1,Apollo
549,525.2,96.7,104,0.45,1,Apollo
550.25,424.6,98.3,131,-0.9,1,Apollo
551.05,923.9,51.3,145,-1.01,1,Apollo
552.66,660.5,73.5,576,21.25,1,Apollo
554.71,440.8,64.6,384,29.11,1,Apollo
555.02,640.6,53.2,1111,36.16,1,Apollo
557.13,626.2,70.6,977,29.59,1,Apollo
558.5,634.4,58.3,660,32.11,1,Apollo
559.19,606.8,68,775,26.16,1,Apollo
560.12,668.8,70.7,848,31.31,1,Apollo
560.81,629.6,65.1,884,40.21,1,Apollo
563.2,676.2,66.3,614,30.17,1,Apollo
564.61,560.7,64.2,905,28.81,1,Apollo
565.45,512.6,69,985,36.42,1,Apollo
566.68,769.7,57.6,1025,38.06,1,Apollo
568.06,682.9,62,920,35.51,1,Apollo
569.01,829.6,61,1006,37.9,1,Apollo
572.61,488.9,69.2,962,26.02,1,Apollo
573.17,552.8,59.8,674,35.46,1,Apollo
574.5,653.7,72.8,863,31.65,1,Apollo
575.07,516.2,58.9,631,33.21,1,Apollo
576.28,804.7,70.8,1067,36.56,1,Apollo
578.73,730.7,67.7,851,44.16,1,Apollo
581.16,604.8,64.5,826,30.45,1,Apollo
582.73,652.9,57.8,973,32.13,1,Apollo
583.05,652.9,51.7,886,32.13,1,Apollo
584.6,757.7,69.2,842,23.91,1,Apollo
585.24,725.1,67.7,951,35.59,1,Apollo
586.11,690.8,58.2,633,29.46,1,Apollo
587.07,533.5,78.2,652,18.66,1,Apollo
588.73,600.3,69.7,892,24.99,1,Apollo
589,582.8,69.8,812,24.99,1,Apollo
590.75,666.6,63.4,652,30.95,1,Apollo
591.01,662.4,71.1,746,24.71,1,Apollo
592.5,638.5,77.7,994,23.59,1,Apollo
593.21,783.7,63.6,661,30.55,1,Apollo
594.58,744,57.9,629,35.89,1,Apollo
595.24,825.6,62.4,934,33.64,1,Apollo
596.16,765.7,61.7,1054,39.42,1,Apollo
596.77,688.2,54.9,913,31.59,1,Apollo
597.75,509.9,74.3,855,27.89,1,Apollo
599,744.8,58.8,914,32.22,1,Apollo
600.65,577.5,62.6,977,26.52,1,Apollo
602.65,584.6,70.5,727,22.96,1,Apollo
604.51,618.2,60.7,790,29.11,1,Apollo
605.14,701.1,60,1075,33.3,1,Apollo
606.56,505.6,70.4,774,23.48,1,Apollo
610.79,498.4,60.3,895,31.57,1,Apollo
611.23,517.8,77.8,640,14.85,1,Apollo
612.84,624,74.5,546,17.23,1,Apollo
614.16,475.7,46.6,850,45.56,1,Apollo
615.01,578.3,63.9,880,41.9,1,Apollo
616.55,674.6,52.1,943,30.38,1,Apollo
617.12,728.6,66.7,1049,48.48,1,Apollo
618.06,665.7,62.5,1212,43.05,1,Apollo
618.76,696.8,60.2,1216,30.92,1,Apollo
621,719.2,57.2,1119,53.14,1,Apollo
622.85,485.7,52.8,821,35.23,1,Apollo
624.29,451.6,64.3,814,24.86,1,Apollo
628.57,617.8,37.8,833,47.89,1,Apollo
629.17,349.5,48.8,747,44.18,1,Apollo
634.76,662.7,82.9,1148,40.11,1,Apollo
636.7,448,76.1,700,24.95,1,Apollo
638.57,381.1,90.5,175,23.48,1,Apollo
640.51,594.6,59.4,1057,60.24,1,Apollo
642.26,721.6,71.9,1234,30.27,1,Apollo
643.05,594.4,71.3,1138,45.22,1,Apollo
644.68,564.6,61.3,1227,43.69,1,Apollo
645.02,723,61.3,1227,43.69,1,Apollo
646.28,762.6,42,921,59.18,1,Apollo
647.17,705.9,66.8,848,52.44,1,Apollo
649.12,529.5,71.1,1322,38.67,1,Apollo
652.64,675.4,59.4,766,42.05,1,Apollo
657.05,584.6,73.1,1095,57.32,1,Apollo
658.63,667.2,40.2,736,56.21,1,Apollo
659.16,511.5,61.5,792,40.37,1,Apollo
660.62,697.7,52.6,948,47.97,1,Apollo
662.69,637.4,61.3,876,50.67,1,Apollo
663.21,664.9,68.8,992,54.92,1,Apollo
667.08,681.6,66.6,1106,45.72,1,Apollo
668.23,674,68.4,1054,26.24,1,Apollo
670.65,757.3,58.2,1160,40.19,1,Apollo
671.19,752.8,71.9,1067,26.23,1,Apollo
672.76,889.7,61.7,1107,40.76,1,Apollo
674.72,709.3,49.8,970,52.2,1,Apollo
676.36,635.7,59.4,967,42.8,1,Apollo
681.11,641.1,67.6,1051,42.79,1,Apollo
682.73,600.5,56.4,632,43.62,1,Apollo
683.02,616.1,56.4,985,56.29,1,Apollo
684.25,818.4,42.3,949,54.84,1,Apollo
685.06,529.8,69.3,1014,58.68,1,Apollo
686.57,606.7,46.2,908,55.91,1,Apollo
687.06,442.3,64.2,766,41.86,1,Apollo
688.17,551.2,55.6,1011,41.77,1,Apollo
689,528.8,61.1,745,35.08,1,Apollo
690.27,684.3,60.5,1109,44.46,1,Apollo
692.26,834.6,59.9,1191,46.1,1,Apollo
694.67,662.5,51.2,1227,49,1,Apollo
695.15,663.2,69.5,1020,55.8,1,Apollo
696.76,688,52.1,1164,45.18,1,Apollo
698.72,510.1,59,893,41.89,1,Apollo
700.13,772.7,67.5,957,46.02,1,Apollo
700.75,662.3,59.1,1190,38.55,1,Apollo
702.74,729.2,52.2,930,39.38,1,Apollo
703.11,823.1,49.8,1047,48.29,1,Apollo
704.31,570.5,70.2,1124,27.22,1,Apollo
706.47,774.3,59.6,1105,50.18,1,Apollo
708.59,725,45.2,1165,46.33,1,Apollo
709.05,537.5,49.8,1010,60.24,1,Apollo
710.18,510,60.7,668,43.94,1,Apollo
711.79,716.5,53.2,1172,47.42,1,Apollo
714.53,598,59.3,1090,45.74,1,Apollo
716.63,487.9,57.1,948,35.68,1,Apollo
718.13,720.1,58.5,1046,47.65,1,Apollo
718.79,666.6,53,954,39.51,1,Apollo
723.11,358.3,57.7,1287,39.09,1,Apollo
724.27,651,103,115,1.34,1,Apollo
725.03,129.3,73.9,511,30.24,1,Apollo
727.07,347.6,54,735,52.89,1,Apollo
728.14,403.2,60.9,930,38.13,1,Apollo
728.92,480.8,61.6,920,55.82,1,Apollo
731.19,521,60.5,713,37.4,1,Apollo
732.6,598.4,60.3,1024,50.44,1,Apollo
733.14,648.3,59.9,933,38.84,1,Apollo
735.2,679.4,58.2,1028,46.42,1,Apollo
736.74,685.6,56.2,1050,46.3,1,Apollo
737.03,690.3,59.8,1103,46.3,1,Apollo
738.51,654.5,57.8,1111,38.13,1,Apollo
739,655.5,55.2,920,49.5,1,Apollo
740.71,682.6,53.4,994,49.97,1,Apollo
742.71,535.8,63,874,47.72,1,Apollo
743.15,491,48.9,896,52.54,1,Apollo
745.1,659.5,68.6,971,52.77,1,Apollo
746.67,547,59.6,970,56.46,1,Apollo
747.19,508.6,59.1,1113,55.47,1,Apollo
748.25,644.8,55.8,1109,49.21,1,Apollo
751.04,515.7,63.5,921,53.37,1,Apollo
752.93,547.5,58.9,1035,45.47,1,Apollo
754.51,578,58.2,955,44.31,1,Apollo
755.13,524.9,58.5,960,43.11,1,Apollo
756.72,589.8,56.8,1037,43.28,1,Apollo
757.01,609.3,57.3,1005,43.28,1,Apollo
758.74,621.6,56.2,1054,49.69,1,Apollo
759.02,617.2,56.2,1054,43.68,1,Apollo
762.6,607.6,55.1,935,59.3,1,Apollo
764.61,385.1,46.9,948,55.25,1,Apollo
766.63,370.8,55.8,843,48.66,1,Apollo
768.51,489.4,54,896,47.39,1,Apollo
769.06,425.7,48.4,992,52.44,1,Apollo
770.65,544.5,60.7,958,39.96,1,Apollo
772.73,536.3,57,805,44.32,1,Apollo
773.17,560.8,55.1,995,41.69,1,Apollo
774.7,550.9,59.6,916,35.74,1,Apollo
775.03,542.9,59.6,842,35.74,1,Apollo
776.61,482.7,60.5,1088,40.67,1,Apollo
778.83,381.3,45.1,930,51.85,1,Apollo
780.67,453.9,43.8,975,48.81,1,Apollo
782.71,364.8,42.5,840,52.68,1,Apollo
784.7,400.7,57,994,40.69,1,Apollo
785.19,488,62.9,929,38.59,1,Apollo
786.27,588.1,58.9,1031,41.76,1,Apollo
788.82,694.3,53.6,996,47.21,1,Apollo
790.3,679.8,49.4,1103,47.15,1,Apollo
792.97,727.1,52.5,1013,47.06,1,Apollo
794.66,662.5,39.7,872,56.17,1,Apollo
799.06,567.7,55.6,1108,49.1,1,Apollo
804.5,658.1,55.1,1049,51.76,1,Apollo
807.1,566.5,57.4,919,41.58,1,Apollo
811.11,470.8,53.3,1087,52.98,1,Apollo
819.12,445.3,67.9,1171,50.85,1,Apollo
820.54,97.5,103.9,49,-0.19,1,Apollo
821.08,89.6,100.1,188,-0.9,1,Apollo
822.97,641.6,72.4,755,33.57,1,Apollo
824.58,549.4,59.3,904,46.04,1,Apollo
825.14,567.3,56.3,939,46.17,1,Apollo
826.64,778.5,59.6,936,45.87,1,Apollo
828.69,732,57.2,1191,41.59,1,Apollo
830.87,685.6,64.6,886,45.04,1,Apollo
831.13,753.4,58.6,1210,48.41,1,Apollo
833.15,423.7,63.5,922,49.79,1,Apollo
834.7,632.7,66.1,841,36.37,1,Apollo
836.81,626.1,66.4,1049,34.92,1,Apollo
837.22,586.9,70.2,879,43.18,1,Apollo
845.39,378.9,56.1,1096,49.77,1,Apollo
877.02,388.4,51.4,1051,49.54,1,Apollo
915.13,208,73.2,604,33.82,1,Apollo
917.14,340.5,55.7,940,49.19,1,Apollo
919,417.4,55.3,963,51.76,1,Apollo
923.23,289.1,53.7,917,50.25,1,Apollo
924.94,530.9,57.1,1026,47.59,1,Apollo
930.65,497.8,54.8,1150,47.58,1,Apollo
937.01,417.6,50.4,1012,52.88,1,Apollo
947.08,519.4,58.8,1151,51.44,1,Apollo
971.05,365.6,48.5,854,48.95,1,Apollo
977.08,647.3,58.3,654,42.21,1,Apollo
985.52,257.9,53,568,50.12,1,Apollo
987.07,589.9,60.1,547,37.06,1,Apollo
1010.57,155,76.6,567,29.6,1,Apollo
1014.61,425,53.6,977,53.15,1,Apollo
1033.64,389.7,53,967,52.64,1,Apollo
1052.7,443.7,50,897,54.49,1,Apollo
1070.6,502.5,57.6,1043,49.39,1,Apollo
1074.65,621.7,60.8,857,39.67,1,Apollo
1075.23,621.7,61.7,960,40.31,1,Apollo
1076.67,621.6,61,885,37.88,1,Apollo
1104.57,248.6,105.4,89,0.64,1,Apollo
1105.75,628.4,75.6,37,24,1,Apollo
1108.1,548.8,62.4,973,45.72,1,Apollo
1109.21,609.5,57.5,972,52.78,1,Apollo
1110.95,690.5,64.5,928,49.14,1,Apollo
1113.28,630.2,56.9,993,49.24,1,Apollo
1114.78,634.1,55.9,979,50.57,1,Apollo
1116.8,744.7,54.6,1005,49.55,1,Apollo
1119.12,498.1,56.2,1092,52.11,1,Apollo
1120.52,476.9,55.7,992,48.95,1,Apollo
1121.03,510.8,53.3,1035,51.39,1,Apollo
1122.56,614.9,57.5,962,53.92,1,Apollo
1123.05,595.4,53.8,1143,49.36,1,Apollo
1126.69,555.7,57.3,1115,55.39,1,Apollo
1127.21,649.6,56.5,1023,47.35,1,Apollo
1128.66,627.2,53.7,967,50,1,Apollo
1130.57,511.6,55.6,1032,53.49,1,Apollo
1132.52,580.1,54.1,1047,54.52,1,Apollo
1133.13,555.4,56.9,1111,47.33,1,Apollo
1136.77,608.5,57.5,1093,54.54,1,Apollo
1137.07,675.2,54.4,1078,51.01,1,Apollo
1138.51,675.2,56.8,1005,48.01,1,Apollo
1142.77,523.8,58.8,1145,51.48,1,Apollo
1144.65,481,50.6,995,52.74,1,Apollo
1146.64,448.1,52.5,984,52.47,1,Apollo
1157.19,585.5,55.6,1087,50.79,1,Apollo
1158.69,634.8,54.2,896,51.15,1,Apollo
1173.16,553.6,55.7,1115,53.61,1,Apollo
1201.03,92.2,108.3,28,-0.5,1,Apollo
1202.51,164.9,61.1,752,47.69,1,Apollo
1204.51,152.2,56.9,783,52.12,1,Apollo
1205.03,149.3,56.7,830,51.37,1,Apollo
1206.05,151.6,54,663,51,1,Apollo
1207.04,149.5,57.1,653,51.72,1,Apollo
1209.02,149.4,55.5,722,52.06,1,Apollo
1210.51,145.4,56.5,706,52.88,1,Apollo
1211.05,150.8,54,702,52.78,1,Apollo
1212.56,148.9,55.7,626,51.47,1,Apollo
1213.02,147.6,55.2,669,51.69,1,Apollo
1214.56,147.1,56,745,51.66,1,Apollo
1215.03,151,53.7,705,52.72,1,Apollo
1217.06,144.8,54.5,719,52.59,1,Apollo
1218.55,151.1,55.3,745,53.01,1,Apollo
1222.59,177.8,55.9,657,50.77,1,Apollo
1223.08,201.9,54.1,701,51.28,1,Apollo
1224.52,545.5,55,909,49.45,1,Apollo
1225.3,584.3,56.9,1091,50.41,1,Apollo
1226.51,543.8,56.1,1230,49.5,1,Apollo
1228.56,477,56,1205,52.57,1,Apollo
1231.02,451.5,54.9,1107,51.09,1,Apollo
1234.59,262.5,56.9,893,49.78,1,Apollo
1240.08,246.9,52.8,876,51.5,1,Apollo
1241.14,324.3,67,1066,41.46,1,Apollo
1247.05,675.3,59.7,1058,48.64,1,Apollo
1251,454.7,53.6,1131,53.26,1,Apollo
1296.5,131.8,110.1,51,-1.22,1,Apollo
1297.18,121.4,84.7,340,24.1,1,Apollo
1298.64,388,70,789,44.5,1,Apollo
1299.11,414.7,61.8,773,48.68,1,Apollo
1300.02,335.8,56.1,894,53.3,1,Apollo
1301.1,207.5,56.9,767,53.02,1,Apollo
1302.53,156.4,59.1,623,50.68,1,Apollo
1303.03,155.1,56.8,695,52.98,1,Apollo
1304.57,159.7,59.3,710,52.2,1,Apollo
1306.53,153.5,57.1,672,52.05,1,Apollo
1307.08,154.7,60.4,708,52.47,1,Apollo
1308.54,159,59.3,613,51.4,1,Apollo
1309.05,163.2,59.4,795,50.06,1,Apollo
1310.55,156.2,57,656,51.73,1,Apollo
1311.04,160.7,56.4,677,51.73,1,Apollo
1312.52,158.2,55.9,625,51.07,1,Apollo
1313.1,160.8,54.1,591,51.59,1,Apollo
1314.54,162.1,55.1,682,52.3,1,Apollo
1315.12,161.2,54,635,51.69,1,Apollo
1316.51,164.3,58.5,666,52.27,1,Apollo
1318.56,171.4,58.1,625,52.09,1,Apollo
1319.02,167.7,57.4,691,52.61,1,Apollo
1320.51,162.6,56.6,617,51.11,1,Apollo
1322.12,163.9,56.5,641,51.1,1,Apollo
1323.07,156.9,55.4,709,51.95,1,Apollo
1326.04,170.5,55.9,595,52.5,1,Apollo
1329.06,173.5,54.9,679,50.16,1,Apollo
1329.57,173.1,56.9,701,51.44,1,Apollo
1331.25,186.4,56.2,720,51.21,1,Apollo
1332.58,192.7,59.8,741,49.78,1,Apollo
1333,208.6,57.6,635,44.1,1,Apollo
1335.1,197.7,56.3,767,51.19,1,Apollo
1335.51,193.4,53.8,763,52.59,1,Apollo
1338.51,230.9,55.5,904,52.28,1,Apollo
1339.04,248.9,55,856,52.16,1,Apollo
1342.58,313.5,57.5,1000,51,1,Apollo
1344.54,330.7,53.6,991,52.53,1,Apollo
1348.85,357.9,53.3,1063,52.18,1,Apollo
1350.63,384.6,52.8,1020,51.94,1,Apollo
1354.11,372.8,54.4,1105,50.41,1,Apollo
1355.02,401.8,53.7,1044,50.52,1,Apollo
1356.58,389.1,56.1,1063,51.82,1,Apollo
1357.03,368.7,55.9,1107,49.95,1,Apollo
1364.05,421.1,54.5,1115,51.03,1,Apollo
1368.56,417.7,55.2,1063,51.49,1,Apollo
1386.53,489.3,94.1,282,19.29,1,Apollo
1387.2,248.2,87.7,400,20.98,1,Apollo
1388.64,326.4,83,431,25.07,1,Apollo
1389.08,353.3,83,449,24.94,1,Apollo
1390.59,343.2,85.9,487,25.52,1,Apollo
1391.05,325.9,84.7,457,24.52,1,Apollo
1392.49,444.2,84.9,-1867,24.79,1,Apollo
1393.13,388.7,85.3,474,23.71,1,Apollo
1394.59,368.5,85.3,488,24.44,1,Apollo
1395.11,381,85.3,470,24.43,1,Apollo
1396.55,258.9,93.7,226,17.61,1,Apollo
1397.21,444.2,91.1,-1867,21.35,1,Apollo
1398.68,1015.6,80.8,-1866,27.6,1,Apollo
1399.09,417.2,81.3,533,28.28,1,Apollo
1399.26,1536.6,85.5,-1866,25.71,1,Apollo
1400.77,5.9,57.4,-1864,51.42,1,Apollo
1401.95,5.9,83.4,-1864,25.23,1,Apollo
1402.95,5.9,83.3,-1864,23.82,1,Apollo
1404.72,904.1,84.8,-1864,25.28,1,Apollo
1405.18,386.3,82.8,384,24.95,1,Apollo
1406.56,617.5,85.2,-1865,24.48,1,Apollo
1407.11,1218.4,83.7,-1865,24.83,1,Apollo
1408.53,1790.7,86.1,-1865,23.42,1,Apollo
1409.08,1194.4,82.8,-1866,24.01,1,Apollo
1410.53,1892,84.7,-1865,24.11,1,Apollo
1411.08,438.7,83,427,24.06,1,Apollo
1411.61,388.6,84.1,-1867,23.58,1,Apollo
1413.15,369.4,84.5,510,23.52,1,Apollo
1414.07,388.6,82.1,-1867,24.8,1,Apollo
1415.14,388.6,84.2,-1867,25.18,1,Apollo
1416.53,389.6,85.2,561,23.95,1,Apollo
1417.07,361.1,77.6,422,25.81,1,Apollo
1418.27,413.5,83.1,497,25.23,1,Apollo
1419.4,835.9,82,-1866,24.6,1,Apollo
1420.59,154.2,81.4,-1866,28.26,1,Apollo
1421,267.8,82.7,430,26.41,1,Apollo
1422.56,11.4,84.5,-1866,24.3,1,Apollo
1423.12,435.7,83.4,469,24.26,1,Apollo
1424.61,446.7,83.2,491,24.08,1,Apollo
1426.85,22.8,82.2,-1865,24.87,1,Apollo
1427.03,434.3,83.2,502,25.9,1,Apollo
1427.59,446.8,81.3,470,24.61,1,Apollo
1429.07,416.1,82.6,461,25.99,1,Apollo
1430.58,405.5,82.9,478,25.55,1,Apollo
1432.67,22.8,79.8,-1865,26.24,1,Apollo
1433.04,427.8,81.9,505,26.12,1,Apollo
1434.5,425.8,81.4,-1865,25.46,1,Apollo
1435.09,621.6,81.9,-1865,24.48,1,Apollo
1436.16,906.6,81.3,-1865,24.55,1,Apollo
1437.1,1123,80.1,-1865,24.65,1,Apollo
1438.54,408.9,81.6,444,24.83,1,Apollo
1439.07,2141.6,81.9,-1865,25.52,1,Apollo
1440.54,406.2,81.8,441,24.66,1,Apollo
1441.07,2430.8,78.5,-1865,25.91,1,Apollo
1442.56,2457.3,80.1,-1864,24.35,1,Apollo
1443.07,391.4,80.3,477,24.83,1,Apollo
1444.51,1647,80.8,-1864,25.88,1,Apollo
1445.05,1647,80.1,-1864,24.15,1,Apollo
1446.63,554.7,82.9,-1865,25.64,1,Apollo
1448.64,3002.7,83.4,-1865,24.13,1,Apollo
1449.15,402.8,80.2,455,25.1,1,Apollo
1450.54,3002.7,80.4,-1866,25.31,1,Apollo
1452.63,3002.7,81.8,-1866,24.26,1,Apollo
