"BIT_DEPTH","RATE_OF_PENETRATION","HOOK_LOAD","DIFFERENTIAL_PRESSURE","WEIGHT_ON_BIT","DRILL_BIT_ID","DRILL_BIT_NAME"
183.24,540.3,63.3,389,10.1,1,"AstroBit"
184.56,537.2,61.6,430,3.4,1,"AstroBit"
185,536,58.8,370,0.8,1,"AstroBit"
187.03,532.3,59.5,440,10.2,1,"AstroBit"
189.07,580,61.3,486,2.1,1,"AstroBit"
193.04,504.2,50.1,509,8.1,1,"AstroBit"
195,438.9,54.3,431,24.2,1,"AstroBit"
196.62,506.9,59.9,352,15.3,1,"AstroBit"
197.23,547.9,57.7,436,17.4,1,"AstroBit"
198.01,567,58.7,351,13.8,1,"AstroBit"
198.8,526.5,58.8,405,7,1,"AstroBit"
200.5,608.1,61.1,269,7,1,"AstroBit"
201,521.5,57.8,335,9.1,1,"AstroBit"
202.12,742.3,57.1,379,14.5,1,"AstroBit"
207.21,537.6,53,507,8,1,"AstroBit"
210.74,502.2,53.9,403,5.9,1,"AstroBit"
211.04,535.2,54.6,529,14.6,1,"AstroBit"
212.67,601.1,56.2,477,16.6,1,"AstroBit"
215.18,536.1,54.8,552,26.6,1,"AstroBit"
218.77,558.9,48.7,506,3.7,1,"AstroBit"
220.63,605.4,61.4,430,17.8,1,"AstroBit"
223.15,627.2,67.2,387,15.9,1,"AstroBit"
225.01,610.7,62.3,401,5.5,1,"AstroBit"
226.7,561.3,55.8,554,6.7,1,"AstroBit"
237,476.4,59.6,613,21.3,1,"AstroBit"
240.54,547.4,58.1,408,12.2,1,"AstroBit"
247.03,563.5,48.5,701,12.5,1,"AstroBit"
248.57,624.8,60.1,434,10,1,"AstroBit"
253,498.2,54.6,573,5.5,1,"AstroBit"
254.68,573.9,61.1,734,5.8,1,"AstroBit"
255.17,600.4,62,305,23,1,"AstroBit"
256.55,582.6,58.7,632,13,1,"AstroBit"
262.74,498.3,76.4,248,18.8,1,"AstroBit"
263.01,559.6,75.3,195,-7.1,1,"AstroBit"
264.54,512.5,52.1,618,18.7,1,"AstroBit"
265.25,535.7,47.7,757,15.6,1,"AstroBit"
267.08,479.9,53.2,604,17.5,1,"AstroBit"
268.69,528.6,57.9,620,6.3,1,"AstroBit"
269.26,580.8,60.2,731,12.6,1,"AstroBit"
270.58,515.3,66,585,9.2,1,"AstroBit"
271.05,546.8,59.8,723,11.9,1,"AstroBit"
272.58,541.1,61.9,630,7.4,1,"AstroBit"
273.02,544.5,56.2,713,12.6,1,"AstroBit"
274.64,518.5,50.1,910,16.9,1,"AstroBit"
277.18,462.7,60.8,946,14.6,1,"AstroBit"
278.72,554.3,58.1,697,11.9,1,"AstroBit"
279.17,574.9,60.3,750,9.1,1,"AstroBit"
280.6,585.4,67.2,522,1.4,1,"AstroBit"
281.08,578.1,64.2,620,10.7,1,"AstroBit"
282.93,594.7,62,548,3.6,1,"AstroBit"
290.65,474.5,53.7,829,10.1,1,"AstroBit"
293.16,519,50.2,674,23.2,1,"AstroBit"
294.72,530.9,54.4,630,20.9,1,"AstroBit"
295.06,575.8,51.2,670,16.1,1,"AstroBit"
296.55,503.6,57.8,676,19.3,1,"AstroBit"
297.02,532.9,63.8,672,13.4,1,"AstroBit"
298.51,614.9,58,642,18.4,1,"AstroBit"
299.18,625.4,55.9,776,15.6,1,"AstroBit"
300.69,606.8,62.8,593,16.7,1,"AstroBit"
301.02,565.9,60.4,615,16,1,"AstroBit"
302.55,615,57.9,707,11.2,1,"AstroBit"
303.22,595.4,61,545,23.8,1,"AstroBit"
305.08,545.1,63.1,627,19.9,1,"AstroBit"
307.14,608,58.8,647,23.6,1,"AstroBit"
312.65,449,59.2,668,14.9,1,"AstroBit"
313.08,496.8,51.8,675,19.9,1,"AstroBit"
314.72,444.4,64.8,576,21.7,1,"AstroBit"
315.02,502.9,64.9,533,14,1,"AstroBit"
316.54,521.5,63.1,543,10.3,1,"AstroBit"
317.01,494.1,65.1,501,15,1,"AstroBit"
318.5,590.4,63.4,489,17.9,1,"AstroBit"
319.05,509.1,61.8,501,16.5,1,"AstroBit"
320.62,647.7,64.8,490,9.3,1,"AstroBit"
321.13,639.5,67.5,504,12.3,1,"AstroBit"
322.33,622.7,72.9,440,18.6,1,"AstroBit"
322.97,610.1,55,632,15.9,1,"AstroBit"
328.7,613.2,67.6,409,22.5,1,"AstroBit"
333.15,581,51.5,797,21.3,1,"AstroBit"
348.57,531.9,47.5,941,24.4,1,"AstroBit"
353.1,391.9,58.6,403,5,1,"AstroBit"
354.74,433,53.3,514,6.1,1,"AstroBit"
355.19,459.1,55.2,507,14.8,1,"AstroBit"
356.78,494.8,58.5,398,15.3,1,"AstroBit"
357.08,531.5,54.7,410,17.4,1,"AstroBit"
359.06,508.9,57.9,310,16.6,1,"AstroBit"
360.7,396.3,55.4,515,19.2,1,"AstroBit"
362.65,297.4,51.6,483,24.7,1,"AstroBit"
363.19,284.9,74.8,793,24.6,1,"AstroBit"
365.05,208.6,60.8,251,19.5,1,"AstroBit"
366.53,79.5,62.9,201,24.6,1,"AstroBit"
367.03,108.6,63.1,163,22.1,1,"AstroBit"
368.54,207.9,67.9,106,16.9,1,"AstroBit"
369.09,235.6,65.8,129,10.1,1,"AstroBit"
370.55,252.1,63.4,98,10.9,1,"AstroBit"
371.07,259.6,67.8,98,11.1,1,"AstroBit"
372.66,291.2,66.8,113,8.5,1,"AstroBit"
373.05,310.8,68.9,142,6.8,1,"AstroBit"
374.5,287.1,71.9,126,9.3,1,"AstroBit"
375.06,286,70.7,86,2.3,1,"AstroBit"
376.59,307.3,70,78,12.6,1,"AstroBit"
377.03,312.1,66.6,102,9,1,"AstroBit"
378.63,326.4,67.4,111,16.7,1,"AstroBit"
379.16,375.5,69.3,105,7.6,1,"AstroBit"
380.51,399.8,67.1,212,16.1,1,"AstroBit"
381.09,416.9,69.8,149,19.9,1,"AstroBit"
382.61,381.4,59.9,258,24.5,1,"AstroBit"
383.07,349.9,59.1,339,30.6,1,"AstroBit"
384.51,305.2,59.4,287,10.6,1,"AstroBit"
385.12,300.8,61,282,20.2,1,"AstroBit"
386.52,328.9,64.8,242,21.7,1,"AstroBit"
387.16,331.3,60.2,213,26,1,"AstroBit"
388.69,371,60.5,210,20,1,"AstroBit"
389.11,360.7,60.4,253,15.6,1,"AstroBit"
390.51,315.7,62.5,334,20.7,1,"AstroBit"
391.02,346.8,61.1,381,18.6,1,"AstroBit"
392.56,322.4,62.9,279,25.4,1,"AstroBit"
393.12,371.3,61.8,300,24.6,1,"AstroBit"
394.52,420.3,66,148,24,1,"AstroBit"
395.07,413.7,66.2,158,15.6,1,"AstroBit"
396.64,389.2,74.8,-61,12.9,1,"AstroBit"
397.09,430.1,67.9,207,8.5,1,"AstroBit"
398.55,389.7,70.6,191,15.2,1,"AstroBit"
399.19,396,71.6,107,7.8,1,"AstroBit"
400.54,403.7,66.9,208,10.3,1,"AstroBit"
401.08,398.1,72.9,166,14.7,1,"AstroBit"
402.56,415.3,64.6,182,13.4,1,"AstroBit"
403.01,410.8,65.1,162,10.6,1,"AstroBit"
404.65,401,64.4,215,23.6,1,"AstroBit"
405.17,435.1,64.9,412,24.6,1,"AstroBit"
406.6,380.1,61.5,278,21.7,1,"AstroBit"
407.13,402.5,63.1,296,13.2,1,"AstroBit"
408.71,487.7,66.9,272,24.9,1,"AstroBit"
409.29,507.2,67.3,313,11,1,"AstroBit"
410.72,469.6,59.3,519,13.6,1,"AstroBit"
411,458.7,62.8,479,13,1,"AstroBit"
412.54,440.1,67.9,501,17.4,1,"AstroBit"
413.15,507.1,65.5,367,26.1,1,"AstroBit"
414.8,588.5,74.6,88,14,1,"AstroBit"
415.27,576.7,70.8,228,21.6,1,"AstroBit"
416.57,413.2,62.5,718,17.4,1,"AstroBit"
417.11,353.9,60.4,505,24.4,1,"AstroBit"
418.51,345.8,59.8,642,20.8,1,"AstroBit"
419.08,352.9,59.8,250,13.9,1,"AstroBit"
420.62,351.4,51.1,409,25.3,1,"AstroBit"
423.04,353.5,55.9,657,21.4,1,"AstroBit"
425.31,456.4,53.5,569,18.1,1,"AstroBit"
426.53,326.2,58.1,240,18.3,1,"AstroBit"
428.53,363.2,56.2,378,19.9,1,"AstroBit"
431.1,369.1,58.2,488,29.8,1,"AstroBit"
433.12,385.5,57.5,457,21.6,1,"AstroBit"
435.1,419.1,51.3,360,19.7,1,"AstroBit"
437.07,445.7,58.6,427,12,1,"AstroBit"
440.67,510.2,43.8,627,21.6,1,"AstroBit"
441.13,430,77.7,35,20.9,1,"AstroBit"
442.65,298.3,62.8,392,4.2,1,"AstroBit"
443.04,287.4,69.2,573,7.2,1,"AstroBit"
444.61,271.8,58.9,536,11.2,1,"AstroBit"
445,268.9,60.9,477,11,1,"AstroBit"
446.58,180,60.8,439,11.5,1,"AstroBit"
447.05,181.4,61.9,383,23.9,1,"AstroBit"
448.59,167,59.8,362,25.4,1,"AstroBit"
449.04,178.4,58.4,424,25.5,1,"AstroBit"
450.51,152.1,62.5,500,21.7,1,"AstroBit"
451.02,168.5,58.7,526,22.9,1,"AstroBit"
453.09,173.8,59.6,506,26.6,1,"AstroBit"
454.5,187.7,56.4,465,24.9,1,"AstroBit"
455.04,163.8,55.9,505,27.5,1,"AstroBit"
456.06,181.8,57.8,469,30.1,1,"AstroBit"
457.46,213.9,57,622,28.7,1,"AstroBit"
458.53,255.6,55.6,602,13.3,1,"AstroBit"
459.09,225.9,56.8,565,22.5,1,"AstroBit"
460.53,217.6,54.6,613,28.7,1,"AstroBit"
461.07,214.2,54.8,474,26.1,1,"AstroBit"
463.05,231.7,54.8,517,26.7,1,"AstroBit"
464.52,215.4,55.6,553,28.1,1,"AstroBit"
465.05,226.2,54.8,611,28.6,1,"AstroBit"
466.55,266.1,57.3,621,27.7,1,"AstroBit"
467.03,276,54.4,675,27.1,1,"AstroBit"
468.57,254,58.1,609,29.9,1,"AstroBit"
469.08,235.9,53.5,520,30.2,1,"AstroBit"
470.59,300,56.2,553,23.3,1,"AstroBit"
471.09,273.2,56,540,26.7,1,"AstroBit"
472.51,304,55.9,758,20.1,1,"AstroBit"
473.03,307.1,61,685,21.7,1,"AstroBit"
474.55,289.5,59.6,896,20.7,1,"AstroBit"
475.05,294.1,55.2,721,18.1,1,"AstroBit"
476.51,295.9,65.5,652,18.1,1,"AstroBit"
477.01,303.6,81.8,626,-4,1,"AstroBit"
478.57,382.4,84.5,126,1.3,1,"AstroBit"
479.02,390.4,85.6,119,2.6,1,"AstroBit"
480.56,472.2,78.1,180,5.7,1,"AstroBit"
481.11,468.8,76.5,197,4.8,1,"AstroBit"
482.05,570.6,78.8,157,4.9,1,"AstroBit"
482.77,509.1,78.1,237,4,1,"AstroBit"
484.53,594.6,76.7,212,6.5,1,"AstroBit"
485.07,610.9,76.5,242,7.2,1,"AstroBit"
486.58,597.3,75,327,7.3,1,"AstroBit"
487.05,613.8,74.3,273,10.6,1,"AstroBit"
488.58,622,69.2,367,12,1,"AstroBit"
489.06,589.2,54.4,685,13.7,1,"AstroBit"
490.59,356.4,51.7,667,31.8,1,"AstroBit"
491.01,359.2,60.9,972,40.9,1,"AstroBit"
492.63,367.7,54.5,718,26.1,1,"AstroBit"
498.51,238.9,52.6,562,30.6,1,"AstroBit"
502.5,223.7,58.2,659,30.7,1,"AstroBit"
524.6,451,58.8,592,24.3,1,"AstroBit"
527,314,83.8,371,27.2,1,"AstroBit"
528.72,425.7,59.2,668,-1.9,1,"AstroBit"
529.2,438.1,63.2,703,4.8,1,"AstroBit"
530.72,460.5,56.7,706,6,1,"AstroBit"
531.19,450.3,61.6,631,1.6,1,"AstroBit"
532.61,434.8,60.3,752,4.1,1,"AstroBit"
533.02,471.8,57.9,754,3.7,1,"AstroBit"
534.72,389.9,63.6,991,3.7,1,"AstroBit"
536.53,428,62.1,906,10.3,1,"AstroBit"
537.03,439.5,60.9,748,14.7,1,"AstroBit"
538.59,423.1,55.6,581,17.3,1,"AstroBit"
539.04,352.4,54.6,743,14.7,1,"AstroBit"
540.6,346.9,56.3,760,17.5,1,"AstroBit"
545.04,280.6,58.4,763,24.1,1,"AstroBit"
547.14,275.4,54.8,825,24.4,1,"AstroBit"
553.06,250.2,63.4,555,33.1,1,"AstroBit"
565.05,299.2,47.8,695,35.2,1,"AstroBit"
568.74,387.6,50.9,836,32.5,1,"AstroBit"
569,475.2,53,866,30.7,1,"AstroBit"
570.67,431.7,54.7,822,27.8,1,"AstroBit"
571.06,460.1,58.3,1033,25.6,1,"AstroBit"
572.72,442.4,56.4,841,27.8,1,"AstroBit"
573.16,405.5,82.3,896,-1.6,1,"AstroBit"
574.61,458.8,59,936,28.1,1,"AstroBit"
577.14,483.3,54.7,901,28.8,1,"AstroBit"
580.73,480.4,56.4,911,29.6,1,"AstroBit"
581.13,487.3,53.2,874,30,1,"AstroBit"
582.81,446.3,57.8,748,26.7,1,"AstroBit"
585.17,491.8,54.7,746,26.9,1,"AstroBit"
597.17,645.6,82.3,656,-3,1,"AstroBit"
597.95,645.6,87.9,134,-5.8,1,"AstroBit"
598.78,575.8,86.8,90,-1.5,1,"AstroBit"
600.79,634.2,80.7,117,1.8,1,"AstroBit"
602.82,629,81.7,203,-0.6,1,"AstroBit"
603,642.3,82.8,95,-3.1,1,"AstroBit"
604.82,627.4,81,237,3.8,1,"AstroBit"
605.16,651.4,79.9,284,2.6,1,"AstroBit"
606.62,663.7,82.3,132,-1.5,1,"AstroBit"
607.14,552.5,80.8,514,10,1,"AstroBit"
608.58,541.2,77,267,-1.3,1,"AstroBit"
609.12,629.8,83.8,155,1.7,1,"AstroBit"
611.1,522.8,74.8,939,10.8,1,"AstroBit"
613.07,524.2,45.7,1040,35.2,1,"AstroBit"
614.7,421.7,66.5,905,33.4,1,"AstroBit"
615.01,473.5,68.1,784,33.3,1,"AstroBit"
616.75,584.8,78.6,394,25.2,1,"AstroBit"
617.23,596.6,64.6,961,36.8,1,"AstroBit"
618.64,558.4,68.4,724,36,1,"AstroBit"
619.16,560.9,63.1,849,35.8,1,"AstroBit"
620.59,573.8,63.9,663,42.1,1,"AstroBit"
621.09,618.5,69.7,664,41.2,1,"AstroBit"
622.62,563.3,67.4,1059,44,1,"AstroBit"
623.05,522.1,63,818,40.9,1,"AstroBit"
624.71,550.1,64.8,1044,37.8,1,"AstroBit"
625.01,550.2,68.2,1054,40,1,"AstroBit"
626.76,637.2,54.3,868,41.3,1,"AstroBit"
627.06,658.2,60,731,40,1,"AstroBit"
628.79,630.8,70,949,32,1,"AstroBit"
629.25,626.5,62.8,855,40,1,"AstroBit"
630.65,580.4,61.1,830,39.2,1,"AstroBit"
631.31,568.5,60,937,39.7,1,"AstroBit"
632.62,585.3,63.3,872,40.2,1,"AstroBit"
633.09,563.2,59.9,883,42.3,1,"AstroBit"
634.59,534.7,57.5,989,45.5,1,"AstroBit"
635.04,545,59.1,1055,39.8,1,"AstroBit"
638.56,565.4,62.8,862,41.9,1,"AstroBit"
639.18,570.6,60.2,898,36.2,1,"AstroBit"
641.1,560.9,60.4,935,36.4,1,"AstroBit"
642.58,574.2,61.5,1101,38.9,1,"AstroBit"
643.04,568.3,59.4,958,34.1,1,"AstroBit"
644.51,592.1,62,1007,34.7,1,"AstroBit"
645.04,588.2,77,386,17.2,1,"AstroBit"
646.52,621.4,72.7,518,19.8,1,"AstroBit"
647.05,648.6,70.3,790,31.5,1,"AstroBit"
648.67,625.6,79.8,345,21.7,1,"AstroBit"
649.05,651.2,92.2,134,14.5,1,"AstroBit"
650.67,660.1,94.1,-93,0,1,"AstroBit"
651.19,647.7,95.4,-121,-0.3,1,"AstroBit"
652.65,671.5,91.5,-106,4,1,"AstroBit"
653.16,633.6,84.1,191,7.4,1,"AstroBit"
655.04,501,61.4,521,35.8,1,"AstroBit"
656.53,523.7,91.8,-31,7.6,1,"AstroBit"
657.06,595.2,92.3,3,2.3,1,"AstroBit"
658.5,625.6,94,266,7.8,1,"AstroBit"
659.24,648.5,92.6,345,7.7,1,"AstroBit"
660.59,581.8,57,569,42.2,1,"AstroBit"
661.04,559.6,76.5,465,16.3,1,"AstroBit"
662.78,573.6,77,532,18.2,1,"AstroBit"
664.5,534.6,77.2,269,23.6,1,"AstroBit"
665,591.3,58.9,606,42.4,1,"AstroBit"
666.53,540.3,60,731,49.4,1,"AstroBit"
667.14,531,83.1,23,14.4,1,"AstroBit"
668.6,524.9,74.7,285,21.7,1,"AstroBit"
669.16,449.2,85.5,-202,5.5,1,"AstroBit"
670.8,526.6,83.9,-85,6.1,1,"AstroBit"
671.11,495.5,73.6,261,27.3,1,"AstroBit"
672.52,527.7,95.6,141,4.8,1,"AstroBit"
673.09,525,93.8,-153,8.9,1,"AstroBit"
674.53,511.1,92.5,-83,2.8,1,"AstroBit"
675.11,446.9,96.4,-107,-1.4,1,"AstroBit"
676.71,527,79,37,26.6,1,"AstroBit"
677.14,518.6,92.9,94,4.4,1,"AstroBit"
678.78,484.2,92.4,-296,2.7,1,"AstroBit"
679.07,534.5,92.6,-362,3.4,1,"AstroBit"
680.52,450.5,83.5,-350,3.4,1,"AstroBit"
681.06,496.2,92.3,448,31.5,1,"AstroBit"
682.68,527.6,85.3,-144,5,1,"AstroBit"
683.25,451.1,92.6,-244,1.5,1,"AstroBit"
684.51,474,59.7,455,33.1,1,"AstroBit"
685.03,465.8,91.3,-100,3.5,1,"AstroBit"
686.66,533.9,83.8,-226,7.7,1,"AstroBit"
687.15,499.7,59.1,529,32.6,1,"AstroBit"
688.71,428.4,87.7,446,26.6,1,"AstroBit"
689.12,470.6,92.6,-308,1.7,1,"AstroBit"
690.56,458.1,67.3,518,31.1,1,"AstroBit"
691.06,434.5,64.8,602,32.8,1,"AstroBit"
692.59,378,60.4,600,34,1,"AstroBit"
693.02,368.7,58.6,559,34.3,1,"AstroBit"
695.01,250.9,58.9,323,36,1,"AstroBit"
696.6,216.8,58.2,344,39.1,1,"AstroBit"
697.1,222.8,54.3,310,36.3,1,"AstroBit"
698.58,278,65.2,533,30.5,1,"AstroBit"
699.01,407.3,64.3,571,29.6,1,"AstroBit"
700.45,384.9,94.7,490,9.8,1,"AstroBit"
701.13,262.4,100.7,-267,-0.3,1,"AstroBit"
702.55,250.8,83.9,142,16.1,1,"AstroBit"
703.14,246.3,86.7,78,13.7,1,"AstroBit"
704.64,298,95.7,-82,3.2,1,"AstroBit"
705.05,303.8,96.4,-218,3.2,1,"AstroBit"
706.7,378.9,91.3,-32,4.4,1,"AstroBit"
707.15,383.2,91.6,-137,6.7,1,"AstroBit"
708.56,395.2,81,425,12.2,1,"AstroBit"
709.08,312.5,93.6,78,6.7,1,"AstroBit"
710.66,357.6,93.4,134,4.9,1,"AstroBit"
711.2,367.6,92.4,137,5.6,1,"AstroBit"
712.55,512.7,64.8,684,34.5,1,"AstroBit"
713.09,470.2,64.6,926,35.8,1,"AstroBit"
714.59,498.8,86.1,650,24.9,1,"AstroBit"
715.14,495.7,84,459,15.6,1,"AstroBit"
716.69,505,90,340,11.2,1,"AstroBit"
717.02,551.7,88.9,319,12.4,1,"AstroBit"
718.67,583.2,79.1,603,19.1,1,"AstroBit"
719.35,602,84.7,426,17.7,1,"AstroBit"
720.67,597.7,86.2,356,10.3,1,"AstroBit"
721.14,600.3,80.5,353,18,1,"AstroBit"
722.61,594.9,90.5,191,7.6,1,"AstroBit"
723.08,565.5,89.8,410,10.3,1,"AstroBit"
724.57,630.8,94.9,221,7.8,1,"AstroBit"
725.09,599.6,92.5,90,2.5,1,"AstroBit"
726.6,597.7,91.2,103,6.3,1,"AstroBit"
727.08,597.1,91.5,123,5.8,1,"AstroBit"
728.08,644.3,90.4,257,11.8,1,"AstroBit"
728.75,686.1,95.3,70,4.5,1,"AstroBit"
730.54,636.3,77.9,407,23.7,1,"AstroBit"
731.06,558.4,80.9,435,17.2,1,"AstroBit"
732.5,651.2,77.8,848,32.4,1,"AstroBit"
733.06,688.5,64.9,613,30.3,1,"AstroBit"
734.04,686.6,73.6,592,27.2,1,"AstroBit"
735.08,701.6,73.5,540,25.4,1,"AstroBit"
736.5,675.1,91.5,707,29,1,"AstroBit"
738.58,746,87.3,332,15.4,1,"AstroBit"
739.24,786.1,94.5,362,10.7,1,"AstroBit"
740.85,787.6,94.8,256,4.3,1,"AstroBit"
741.06,814.1,93.3,414,3.7,1,"AstroBit"
742.8,868.2,89.2,298,4.5,1,"AstroBit"
743.04,881.5,91.5,284,6.3,1,"AstroBit"
744.68,997,85.7,258,11.2,1,"AstroBit"
746.79,1044.8,84.7,412,12.3,1,"AstroBit"
747.09,1176.7,84.7,628,12.3,1,"AstroBit"
748.27,1071,86.3,447,18.2,1,"AstroBit"
750.56,1143.1,85.4,395,12.6,1,"AstroBit"
751.22,1166.8,82.6,474,9.7,1,"AstroBit"
752.63,1295.3,85.7,339,12.3,1,"AstroBit"
754.07,1307.7,84.2,610,14.2,1,"AstroBit"
755.21,1279.7,80.3,629,17.7,1,"AstroBit"
756.64,1357,76.3,574,26.2,1,"AstroBit"
757.03,1332.6,76.3,556,21.9,1,"AstroBit"
758.98,1149.2,79.6,756,25.9,1,"AstroBit"
760.89,2056.5,77,532,24.8,1,"AstroBit"
762.55,1490.9,75.9,703,18.3,1,"AstroBit"
764.92,998.8,66.3,911,39.5,1,"AstroBit"
766.47,1398.6,94.8,1412,12.6,1,"AstroBit"
766.88,1370.1,70.5,840,17.4,1,"AstroBit"
768.74,320.3,93.4,397,4.8,1,"AstroBit"
769.05,486,93.4,198,1,1,"AstroBit"
770.58,510.7,92.7,303,2.6,1,"AstroBit"
771,517.9,92.2,272,2.8,1,"AstroBit"
772.59,509.6,97.2,66,-1,1,"AstroBit"
773.04,455.7,96.9,119,-1.8,1,"AstroBit"
774.76,522.7,63.3,543,30.9,1,"AstroBit"
775.05,511,79.3,544,20.5,1,"AstroBit"
776.54,489.5,81.1,433,15,1,"AstroBit"
777.12,524.9,86,282,9.2,1,"AstroBit"
778.69,565.6,87.5,316,4.5,1,"AstroBit"
779.06,613.1,88.1,333,3.6,1,"AstroBit"
780.82,706,80.4,610,14.1,1,"AstroBit"
781.01,705.1,76.6,699,19.7,1,"AstroBit"
782.51,518.9,95.4,295,1.9,1,"AstroBit"
783.04,600.9,91.8,309,1.5,1,"AstroBit"
784.51,458.7,90.3,351,4.7,1,"AstroBit"
785.11,478.9,84.7,492,9.1,1,"AstroBit"
786.29,608.3,86.7,633,13,1,"AstroBit"
786.83,643.1,86.5,477,11.8,1,"AstroBit"
788.6,611.5,81.4,396,14.3,1,"AstroBit"
789.14,637.4,81.7,591,13.5,1,"AstroBit"
790.64,615.7,73,938,27.8,1,"AstroBit"
791.32,602.6,73.9,743,19.4,1,"AstroBit"
792.84,685.3,65.4,716,28.1,1,"AstroBit"
793.04,685.3,64.9,855,30.9,1,"AstroBit"
794.88,137.8,71.8,751,28.4,1,"AstroBit"
795.08,404.7,61.5,713,33.7,1,"AstroBit"
796.64,730,60.2,866,34.3,1,"AstroBit"
797.05,753.2,66.9,752,32.5,1,"AstroBit"
798.55,688.3,82.8,703,11.8,1,"AstroBit"
799.06,428.7,107.8,-20,-1.1,1,"AstroBit"
800.56,659.8,72.8,566,28.5,1,"AstroBit"
802.68,646.8,68.2,918,34.6,1,"AstroBit"
803.12,772.1,72.4,818,30.9,1,"AstroBit"
804.74,741.8,84.3,398,14.3,1,"AstroBit"
805.12,865.6,84,432,15.6,1,"AstroBit"
806.53,743.8,68.5,872,31.4,1,"AstroBit"
807.14,747.3,78,728,25.6,1,"AstroBit"
808.87,807.2,85.2,345,19.8,1,"AstroBit"
809.09,793.1,73.7,345,16.2,1,"AstroBit"
810.79,910.4,76.3,792,21.1,1,"AstroBit"
811.03,901.5,76.1,712,21.1,1,"AstroBit"
812.58,884.7,88.4,382,14.7,1,"AstroBit"
813.1,1006,87.7,365,12.4,1,"AstroBit"
815.13,763.1,77.5,763,28.3,1,"AstroBit"
816.57,592.1,55.4,1088,45.5,1,"AstroBit"
817.11,527.9,51.3,935,44.9,1,"AstroBit"
818.52,449.3,61.1,974,42,1,"AstroBit"
819.04,494.3,63.6,975,41.6,1,"AstroBit"
820.52,434,94.5,166,7.8,1,"AstroBit"
821.09,513,89,401,16.4,1,"AstroBit"
822.55,579.5,83.9,645,20.1,1,"AstroBit"
