BIT_DEPTH,RATE_OF_PENETRATION,HOOK_LOAD,DIFFERENTIAL_PRESSURE,WEIGHT_ON_BIT,DRILL_BIT_ID,DRILL_BIT_NAME
828.1,468.3,88.8,165,8.95,1,Apollo
829.04,312.1,82.4,549,19.94,1,Apollo
830.73,629.3,63.6,836,43.84,1,Apollo
831.84,507.7,66.1,720,35.27,1,Apollo
833.65,572.2,68.1,918,46.91,1,Apollo
835.02,603.1,63.5,811,47.98,1,Apollo
836.56,577.5,69.8,808,33.08,1,Apollo
838.96,474.3,70.5,893,49.16,1,Apollo
839.2,548.3,55.7,769,48.73,1,Apollo
840.63,620.1,59,898,48.57,1,Apollo
841.12,656.4,60.9,846,45.24,1,Apollo
842.53,620.8,63.9,743,45.06,1,Apollo
843.38,618.7,57.9,721,48.81,1,Apollo
844.57,572.6,75.1,908,57.25,1,Apollo
846.53,504.8,66,831,46.59,1,Apollo
847.03,545.9,61.4,782,47.36,1,Apollo
848,515.1,51.9,860,47.74,1,Apollo
848.75,584.3,64.6,880,45.45,1,Apollo
850.27,658.3,59.6,793,45.28,1,Apollo
851.19,808.9,59,845,45.06,1,Apollo
852.62,780.8,60.2,746,46.17,1,Apollo
854.52,613.3,68.4,792,40.9,1,Apollo
855.03,564.3,57.2,863,49.64,1,Apollo
856.51,638.5,58.6,806,51.64,1,Apollo
857.03,614.6,60.3,859,44.14,1,Apollo
858.59,642.9,58,967,50.67,1,Apollo
859.18,640.2,58.7,876,52.62,1,Apollo
859.8,646.1,55.3,799,48.15,1,Apollo
861.03,661.4,58.5,775,51.36,1,Apollo
862.58,576.6,55.3,935,53.41,1,Apollo
863.72,631.4,62.1,841,42,1,Apollo
864.82,555.5,56,834,36.67,1,Apollo
866.73,626.7,58.9,881,48.61,1,Apollo
868.78,704.7,60,847,45.97,1,Apollo
870.23,633.2,54.9,962,48.96,1,Apollo
872.98,593.4,53.2,943,47.32,1,Apollo
875.04,524.2,75.6,680,34.97,1,Apollo
876.24,669.4,51.9,897,51.37,1,Apollo
878.69,573.1,56.9,920,42.81,1,Apollo
880.58,590.8,54.5,948,50.8,1,Apollo
881.1,598.7,53.4,973,49.5,1,Apollo
883.2,577.4,55.4,999,48.79,1,Apollo
884.57,667.6,56.9,903,46.67,1,Apollo
886.17,562.5,61.6,769,42.98,1,Apollo
889.04,663.5,54.6,945,50.01,1,Apollo
890.97,457.1,74.1,588,21.7,1,Apollo
894.59,588.9,56.7,860,49.85,1,Apollo
896.53,674.5,52.9,964,46.67,1,Apollo
904.55,685,56.7,886,47.7,1,Apollo
906.27,602.8,62,932,48.29,1,Apollo
907.37,698.4,51.8,845,49.16,1,Apollo
908.14,545.9,60.9,1009,47.65,1,Apollo
908.8,636.9,51.4,907,48.54,1,Apollo
920.23,1022.9,44.5,885,59.46,1,Apollo
922.4,649.9,106.2,66,-1.09,1,Apollo
924.63,477.8,82.3,544,22.34,1,Apollo
926.99,642.1,76.3,575,29.19,1,Apollo
928.6,660.2,78.3,606,31.88,1,Apollo
929.17,589.9,77,541,29.56,1,Apollo
930.24,571.2,72,667,33.97,1,Apollo
930.75,715.2,74.5,713,32.26,1,Apollo
932.93,592.8,63,850,45.13,1,Apollo
933.19,554.2,63.3,791,41.95,1,Apollo
933.71,641.9,60.6,801,44.25,1,Apollo
935.05,577.7,61.1,770,43.89,1,Apollo
936.66,584.3,62.2,786,42.75,1,Apollo
937.19,559.9,65.8,679,40.76,1,Apollo
938.23,707.8,61.8,727,43.34,1,Apollo
938.76,564.5,60.2,797,43.34,1,Apollo
940.09,646.2,60.2,821,44.01,1,Apollo
941.21,596.4,61.9,744,46.21,1,Apollo
942.53,576.8,57,846,46.55,1,Apollo
943.34,582.4,56.3,902,47.97,1,Apollo
944.64,549.6,58,883,45,1,Apollo
945.18,657.7,63.4,913,43.57,1,Apollo
946.75,575.7,76.2,638,27.25,1,Apollo
947.01,627.6,72.6,633,31.31,1,Apollo
948.06,639.7,65.4,841,40.55,1,Apollo
950.27,637.6,66.1,755,37.52,1,Apollo
951.06,562.3,70.2,716,34.04,1,Apollo
952.64,636.7,65.1,757,40.35,1,Apollo
953.17,567.9,60,863,47.36,1,Apollo
954.76,559.8,55.7,918,47.59,1,Apollo
956.09,646.4,58.3,923,44.6,1,Apollo
957.49,582.8,59.7,925,50.36,1,Apollo
960.12,569.3,52.8,913,46.43,1,Apollo
962.53,675.5,67,690,37.66,1,Apollo
963.22,756.2,66.4,740,36.98,1,Apollo
964.17,632.9,65.5,790,39.26,1,Apollo
964.79,671.9,66.1,732,37.67,1,Apollo
966.68,628.7,62.4,729,40.31,1,Apollo
972.51,670.3,57.6,829,45.16,1,Apollo
973.16,681.8,57.8,822,46.83,1,Apollo
974.62,774.9,57.5,954,48.07,1,Apollo
978.59,697.5,59.1,806,43.09,1,Apollo
980.61,572.3,58.6,997,48.95,1,Apollo
981.23,686.6,58.7,882,43.22,1,Apollo
982.14,659.7,68.6,795,36.88,1,Apollo
982.77,671.1,67.5,754,36.97,1,Apollo
984,746.2,66.8,746,35.56,1,Apollo
986.5,760.8,67.3,801,36.07,1,Apollo
987.23,656.7,56.4,814,43.77,1,Apollo
988.5,760.9,56.1,814,45.31,1,Apollo
994.29,577,56.5,957,48.03,1,Apollo
997.23,832.1,55.2,914,46.76,1,Apollo
1000.5,670.1,69.9,726,34.15,1,Apollo
1001.15,682.5,67.1,748,34.48,1,Apollo
1001.8,640,64.8,804,35.85,1,Apollo
1004.16,598.9,66.3,956,35.85,1,Apollo
1004.77,580.5,47.8,888,42.17,1,Apollo
1006.76,620.4,61.4,812,38.45,1,Apollo
1008.66,685.8,65.6,702,35.25,1,Apollo
1010.28,712.3,69.2,759,32.68,1,Apollo
1011.22,674.2,65.7,698,32.4,1,Apollo
1012.81,695.7,57.5,773,40.26,1,Apollo
1013.13,759.4,57.8,926,44.37,1,Apollo
1016.55,784.2,58,780,41.05,1,Apollo
1017.16,666.8,60.7,848,36.53,1,Apollo
1018.54,278,107.8,95,-0.55,1,Apollo
1019.04,197.5,99.6,219,6.44,1,Apollo
1020.52,552.8,81.2,624,27.15,1,Apollo
1022.72,668.7,63.6,759,41.86,1,Apollo
1023.08,684.6,63.6,740,42.65,1,Apollo
1024.02,774.4,63.1,815,41.55,1,Apollo
1025,704.4,62.7,888,45.38,1,Apollo
1025.62,688.4,65.1,816,40.74,1,Apollo
1027.8,666.7,63.3,827,45.86,1,Apollo
1029.07,771.6,67.5,808,39.59,1,Apollo
1030.63,744.1,66.5,809,40.51,1,Apollo
1032.91,662.8,62.1,880,46.22,1,Apollo
1034.14,820.7,59,932,45.51,1,Apollo
1034.98,639.6,64.3,829,52.81,1,Apollo
1036.54,674.2,59.3,839,44.32,1,Apollo
1037.41,628.2,58.4,926,44.08,1,Apollo
1037.97,618.9,57.3,966,48.44,1,Apollo
1040.27,749.1,58.3,829,45.75,1,Apollo
1041.11,577.3,56.7,922,48.91,1,Apollo
1042.68,681.9,66.6,953,41.39,1,Apollo
1043.32,636.1,63.4,911,41.82,1,Apollo
1044.26,765.7,57.2,874,47.52,1,Apollo
1046.65,704.5,66.8,968,38.69,1,Apollo
1048.26,695,77.9,682,25.9,1,Apollo
1049.19,686.8,74.2,701,26.31,1,Apollo
1050.14,679,79.9,668,24.04,1,Apollo
1050.77,675.4,80.4,609,27.28,1,Apollo
1052.67,708.2,78.6,641,36.18,1,Apollo
1054.59,341.2,73.5,822,55.51,1,Apollo
1055.04,287.8,55.3,581,57.35,1,Apollo
1056.7,231.5,67.1,954,35.69,1,Apollo
1057.07,232.2,59,859,52.46,1,Apollo
1057.55,203,58.7,898,51.11,1,Apollo
1059.08,226.8,62,912,47.37,1,Apollo
1061,233.3,57,998,50.7,1,Apollo
1063.02,204.4,48.6,1017,51.13,1,Apollo
1064.54,196.1,63.5,1004,40.85,1,Apollo
1065.02,199.5,58.1,972,51.99,1,Apollo
1066.56,262.2,59.2,1004,42.68,1,Apollo
1072.54,211.8,55.1,929,50.54,1,Apollo
1074.55,244.4,57.1,930,51.82,1,Apollo
1076,241.2,70,688,42.4,1,Apollo
1077.04,286.2,61.6,712,45.9,1,Apollo
1078.66,291.4,62.2,800,36.05,1,Apollo
1080.56,321.4,56.2,857,34,1,Apollo
1081.07,323.5,75.4,887,31.16,1,Apollo
1082.5,423.8,70.6,967,34.9,1,Apollo
1083.16,384.1,73.2,936,26.57,1,Apollo
1084.52,373.5,89,853,13.92,1,Apollo
1086.62,474.6,98.3,227,2.28,1,Apollo
1087.03,451,98.8,319,2.32,1,Apollo
1088.64,451.8,97.1,338,3.66,1,Apollo
1089.03,443,98.2,352,3.67,1,Apollo
1090.65,449.2,98.3,253,3.25,1,Apollo
1091.09,430.8,98.6,343,2.54,1,Apollo
1092.52,459.7,97,329,4.61,1,Apollo
1093.13,482.7,97.6,374,6.31,1,Apollo
1094.51,445.2,90.4,447,9.77,1,Apollo
1095.13,453.4,94.6,411,6.54,1,Apollo
1096.57,428.3,83.1,724,22.41,1,Apollo
1097.16,456.5,76.4,928,25.18,1,Apollo
1098.55,443.6,65.1,780,43.93,1,Apollo
1099.07,339.2,63.7,870,32.54,1,Apollo
1100.5,258.3,57.9,934,44.73,1,Apollo
1101.34,234.2,72.5,648,42.1,1,Apollo
1102.54,260.9,57.3,829,40.29,1,Apollo
1104.58,253,52.2,724,47.31,1,Apollo
1105.02,211.8,70,1041,39.34,1,Apollo
1106.68,266.3,74.5,592,31.32,1,Apollo
1107.51,293.6,55.1,834,46.11,1,Apollo
1109.12,265.7,53.7,719,42.99,1,Apollo
1110.67,392.4,61.8,926,34.68,1,Apollo
1111.06,404.7,60.5,996,38.55,1,Apollo
1112.64,396.8,67.2,962,36.68,1,Apollo
1113.04,438,58.9,945,39.73,1,Apollo
1114.01,140.2,97,297,0.01,1,Apollo
1116.61,325.4,75.5,970,29.65,1,Apollo
1117.19,380.4,76.1,920,32.07,1,Apollo
1118.86,423.2,77.5,965,26.91,1,Apollo
1119.07,499.8,78.5,865,30.89,1,Apollo
1120.65,433.7,81.2,934,28.84,1,Apollo
1121.02,417.7,80.1,959,25.36,1,Apollo
1122.7,209.1,78.8,581,28.14,1,Apollo
1123.31,439.1,73,700,31.82,1,Apollo
1124.63,454.2,67.6,780,39.91,1,Apollo
1125.5,522.8,65.3,711,38.27,1,Apollo
1127.09,527.6,64.3,899,39.83,1,Apollo
1128.63,449.6,59.3,894,46.38,1,Apollo
1129.05,480.9,60.8,855,44.46,1,Apollo
1130.58,529.9,64.2,788,39.95,1,Apollo
1131.02,486.3,65.8,883,39.97,1,Apollo
1133,383.7,54.9,992,49.59,1,Apollo
1134.81,320.7,55.9,740,45.91,1,Apollo
1135.22,347.1,55.8,806,51.92,1,Apollo
1140.52,261.2,67.9,1065,37.07,1,Apollo
1141.03,264.5,53.6,871,52.7,1,Apollo
1142.05,14.8,67.5,337,38.78,1,Apollo
1145.12,247.3,55.2,723,48.87,1,Apollo
1147.06,253.6,55,833,49.61,1,Apollo
1150.58,262.9,54.2,809,49.73,1,Apollo
1154.54,237.8,55.8,913,50.01,1,Apollo
1155.09,236.6,53.8,850,50.24,1,Apollo
1158.51,254.1,55,785,52.39,1,Apollo
1162.51,244.4,52.8,910,50.19,1,Apollo
1172.7,271.2,63.8,981,45.43,1,Apollo
1173.12,287,53.8,877,50.31,1,Apollo
1175.07,337.9,59,709,52.12,1,Apollo
1175.62,351.8,53.8,933,40.73,1,Apollo
1177.19,374,70.7,812,29.91,1,Apollo
1178.65,408.4,56.2,962,50.29,1,Apollo
1179.09,362.5,77.3,963,28.18,1,Apollo
1180.56,369.4,59,960,42.47,1,Apollo
1181.16,323.5,57,785,50.32,1,Apollo
1184.57,284.2,78.4,1070,25.75,1,Apollo
1185.27,320.5,57.4,1031,47.1,1,Apollo
1186.16,378.6,78.4,890,21.9,1,Apollo
1187.03,374,70.1,776,30.83,1,Apollo
4007.04,40,124.8,174,13.81,1,Apollo
4008.59,126.3,117.9,452,26.53,1,Apollo
4009.02,158.1,113.1,445,30.31,1,Apollo
4010.03,226.8,105.5,517,39.47,1,Apollo
4011.1,213.7,101.7,596,41.87,1,Apollo
4012.5,212.7,100.4,610,42.6,1,Apollo
4013.08,218,99.9,570,43.47,1,Apollo
4014.54,220.1,100.7,575,41.92,1,Apollo
4015.06,218.7,100.1,591,42.94,1,Apollo
4016.54,221.3,100,627,43.19,1,Apollo
4017.01,217.6,101.3,652,43.14,1,Apollo
4018.5,215.7,99.2,619,43.79,1,Apollo
4019.07,210.2,99.3,722,43.26,1,Apollo
4020.52,218.8,97.8,597,43.4,1,Apollo
4021.2,208.3,99.4,584,43.03,1,Apollo
4022.06,220,99.3,713,44.47,1,Apollo
4023.03,216.8,98.2,629,43.24,1,Apollo
4023.5,207.6,98.5,602,43.27,1,Apollo
4025.16,214.7,99.9,643,43.19,1,Apollo
4026.02,207.6,100,608,44.36,1,Apollo
4027.05,210.4,96.6,630,44.84,1,Apollo
4028.68,205.8,99.7,612,42.79,1,Apollo
4029.17,219,99.1,606,43.71,1,Apollo
4030.07,226.3,99.2,609,44.71,1,Apollo
4031.09,220.4,97.7,711,45.07,1,Apollo
4032.69,220.5,96.1,653,45.64,1,Apollo
4033.18,221.6,97.8,624,45.15,1,Apollo
4034.5,224.8,100.4,643,44.29,1,Apollo
4035.04,218.7,96.7,629,44.22,1,Apollo
4036.54,214.2,98.2,669,45.34,1,Apollo
4037.02,213.2,97.7,662,45.87,1,Apollo
4038.54,208.1,97.5,597,44.8,1,Apollo
4039.06,204.1,93.6,703,46.85,1,Apollo
4040.55,227,98.2,700,44.06,1,Apollo
4041.07,217,95,728,44.15,1,Apollo
4042.17,223.9,96.9,644,44.38,1,Apollo
4044.51,231.9,97.4,631,44.91,1,Apollo
4045.04,229.5,96.4,646,45.01,1,Apollo
4046.62,222.3,95.9,711,45.15,1,Apollo
4047.02,223.2,94.8,633,44.89,1,Apollo
4048.53,225.7,97.3,637,44.79,1,Apollo
4049.03,224.4,95.9,729,46.04,1,Apollo
4050.51,223.4,95.9,702,44.97,1,Apollo
4051.01,225.5,95.9,643,43.57,1,Apollo
4052.53,225.1,96.1,685,45,1,Apollo
4053.09,230.2,96.3,630,44.44,1,Apollo
4053.6,224.6,97.2,656,44.43,1,Apollo
4055.1,219.8,95.8,749,45.71,1,Apollo
4056.12,222.5,94.4,616,45.2,1,Apollo
4057,229.3,97.5,676,45.85,1,Apollo
4058.59,219.2,93.7,620,45.22,1,Apollo
4059.03,205.5,97.6,717,46.73,1,Apollo
4060.01,179.1,129,160,16.21,1,Apollo
4061.09,158.9,109.1,531,38.07,1,Apollo
4062.53,225.9,100.3,653,44.58,1,Apollo
4064.56,206.3,98.6,587,44.82,1,Apollo
4065.05,206.8,102.7,704,44.84,1,Apollo
4066.56,202.2,103,592,44.75,1,Apollo
4067,202,100.2,621,45.06,1,Apollo
4067.66,200,100.8,675,44.98,1,Apollo
4069.12,208.7,101.4,677,43.51,1,Apollo
4070.56,198.4,102.4,562,43.77,1,Apollo
4071.02,199.3,100.7,569,44.97,1,Apollo
4072.57,208.1,100.9,684,44.3,1,Apollo
4073.07,200.4,102.4,683,45.05,1,Apollo
4074.04,219.5,101.8,645,44.78,1,Apollo
4075,210.3,99.4,617,44.42,1,Apollo
4076.06,208.4,99.4,613,44.36,1,Apollo
4078.09,218.6,99.9,655,44.44,1,Apollo
4080.55,214.5,99.8,608,44.32,1,Apollo
4081.04,214.7,99.4,618,44.93,1,Apollo
4082.53,219.4,98.4,653,45.84,1,Apollo
4083.02,226.2,99,721,45.08,1,Apollo
4084.51,219.5,98.2,708,45.57,1,Apollo
4086.57,213,97.8,701,45.22,1,Apollo
4087.04,203.6,97.9,636,45.8,1,Apollo
4088.52,216.4,100.2,672,44.84,1,Apollo
4089.01,226.5,98.8,698,45.98,1,Apollo
4090.53,216.3,100.1,639,43.73,1,Apollo
4092.01,207.5,98.5,621,45.64,1,Apollo
4093,233.8,98.5,619,45.1,1,Apollo
4094.57,215.6,99.7,680,44.68,1,Apollo
4096.54,217.9,97.1,645,44.49,1,Apollo
4098.52,212.8,100.3,629,43.84,1,Apollo
4099.01,213.1,96.6,726,45.23,1,Apollo
4100.51,233.5,98.9,625,45.3,1,Apollo
4102.57,204.8,99.5,584,43.5,1,Apollo
4103.01,214.8,99.9,683,44.56,1,Apollo
4104.54,217.5,97.2,705,45.13,1,Apollo
4105.04,224.4,98.9,731,46.19,1,Apollo
4106.5,220.2,99.5,627,43.59,1,Apollo
4107.62,221.6,99.7,750,44.67,1,Apollo
4109.02,220.4,98.5,611,44.54,1,Apollo
4110.55,225.5,99.5,683,43.92,1,Apollo
4112.51,233.7,97.1,737,44.77,1,Apollo
4113.01,224.9,96.7,684,44.73,1,Apollo
4114.67,233.2,99.2,675,43.71,1,Apollo
4115,234.7,98.7,734,45.35,1,Apollo
4116.63,230.9,98.3,742,45.66,1,Apollo
4117.07,232.2,97.8,698,44.22,1,Apollo
4118.09,229.3,97.4,734,45,1,Apollo
4119.12,229.3,97.7,770,44.96,1,Apollo
4120.56,224.6,98.5,724,44.68,1,Apollo
4121.07,224.6,99.7,681,43.63,1,Apollo
4122.55,231.6,98.6,649,45.51,1,Apollo
4123.07,219,96.6,636,44.36,1,Apollo
4124,233.4,94.6,779,44.99,1,Apollo
4126.51,232.1,95.7,675,44.47,1,Apollo
4127.03,233.3,98.2,714,44.5,1,Apollo
4128.62,221.7,96.9,707,45.09,1,Apollo
4129.02,224,97.5,681,44.86,1,Apollo
4129.51,220.4,98.5,705,45.16,1,Apollo
4131,214.6,96.3,760,46.38,1,Apollo
4132.56,214.1,94,751,47.67,1,Apollo
4133.09,196.5,96.6,669,44.79,1,Apollo
4134.53,208.4,95.4,653,44.02,1,Apollo
4135.05,219.2,97,693,41.77,1,Apollo
4136.6,211.5,97.3,682,44.88,1,Apollo
4138.53,228.7,97.7,673,44.31,1,Apollo
4140.5,227.9,97.2,655,44.46,1,Apollo
4141.01,223.4,98.1,694,43.71,1,Apollo
4142.54,222.8,97,663,45.21,1,Apollo
4143.07,228.3,94.7,701,44.85,1,Apollo
4144.58,221.1,96.7,686,43.81,1,Apollo
4146.56,226.9,95.8,667,44.02,1,Apollo
4147.07,238,96.6,751,44.89,1,Apollo
4148.59,228,96.3,744,44.93,1,Apollo
4150.5,232.5,98.7,782,44.67,1,Apollo
4151.05,236.1,96.2,772,44.93,1,Apollo
4152.51,222.4,94.4,782,45.81,1,Apollo
4153.08,217.4,94.3,682,44.82,1,Apollo
4154.56,219.7,95.3,699,44.26,1,Apollo
4156.52,124,142.8,148,3.12,1,Apollo
4157.04,47.2,131.8,178,14.84,1,Apollo
4158.57,243.5,106.1,593,40.62,1,Apollo
4160.52,215.1,101.8,625,44.04,1,Apollo
4162.11,220.5,101.9,704,45.4,1,Apollo
4163.01,221.5,100.4,593,44.85,1,Apollo
4164.56,210,100.5,597,46.41,1,Apollo
4165,205.7,100.4,544,44.51,1,Apollo
4166.54,206.6,100.3,658,46.2,1,Apollo
4167.04,210.5,102.6,596,42,1,Apollo
4168.57,222.3,103.1,599,43.13,1,Apollo
4169.07,220.7,101.3,678,45.02,1,Apollo
4170.54,217.8,98.8,636,45.51,1,Apollo
4171.02,216.6,101.6,590,45.29,1,Apollo
4172.02,217.9,101.7,703,45.05,1,Apollo
4173.1,219.3,102.4,629,43.93,1,Apollo
4174.59,221.8,101.5,671,44.62,1,Apollo
4175.1,219.5,100.8,653,44.71,1,Apollo
4176.58,222.1,99.2,728,45.6,1,Apollo
4177.18,212.3,101.9,648,44.89,1,Apollo
4178.58,221.2,101.1,670,45.69,1,Apollo
4179.08,225,99.5,607,44.82,1,Apollo
4180.09,214.8,101,618,45.91,1,Apollo
4181.07,220.9,98,654,45.6,1,Apollo
4182.6,204.1,100.6,714,45.25,1,Apollo
4183.08,224.9,100.8,627,45.22,1,Apollo
4184.52,223.1,99.6,727,44.41,1,Apollo
4186.5,212.6,99.9,676,44.78,1,Apollo
4187.02,231.9,98.4,629,44.7,1,Apollo
4188.53,223.5,100.6,688,44.81,1,Apollo
4189.04,223.5,100.5,704,44.08,1,Apollo
4190.51,214.3,97.8,653,44.23,1,Apollo
4191.02,222.8,98,721,44.89,1,Apollo
4192.52,234.7,98.6,644,44.82,1,Apollo
4193.02,217.1,99.3,624,45.76,1,Apollo
4194.56,222,98.3,633,46.12,1,Apollo
4195.05,221.5,99.9,634,43.91,1,Apollo
4196,214.7,98.9,617,45.47,1,Apollo
4197,202.2,98.8,693,46.35,1,Apollo
4198.5,207.2,99,706,45.86,1,Apollo
4199.03,217.7,100.6,694,43.23,1,Apollo
4200.52,226.8,99.9,735,45.63,1,Apollo
4201.07,213.1,99,620,45.63,1,Apollo
4202.57,217.3,98.2,757,46.04,1,Apollo
4203.06,215.3,99.5,686,44.4,1,Apollo
4204.55,221.3,98.3,630,45.06,1,Apollo
4205.04,213.4,99.5,660,43.76,1,Apollo
4206.65,220.5,99.1,711,45.05,1,Apollo
4207.17,222.5,99.3,687,43.5,1,Apollo
4208.56,232.7,97.8,751,45.91,1,Apollo
4210.12,224.8,97.2,696,45.48,1,Apollo
4211.03,226.2,98.3,728,43.93,1,Apollo
4212.55,233.7,97.7,740,45.37,1,Apollo
4213.07,250.4,99.1,716,45.01,1,Apollo
4214.55,223.5,96.9,671,44.89,1,Apollo
4215.09,222.8,98.8,652,45.86,1,Apollo
4216.59,219.5,96.8,692,45.59,1,Apollo
4217.06,212.4,97.4,763,45.35,1,Apollo
4218.03,240.5,124.7,542,18.71,1,Apollo
4220.71,241.7,127.9,427,13.99,1,Apollo
4221.05,239.8,129.6,463,13.88,1,Apollo
4222.5,272.5,125.9,522,17.96,1,Apollo
4223.15,347,120.4,607,23.79,1,Apollo
4224.53,342.3,102.3,669,43.28,1,Apollo
4225.11,251.3,98.4,706,41.89,1,Apollo
4226.29,283.2,107.5,800,32.91,1,Apollo
4227.08,540.5,102.4,916,41.36,1,Apollo
4228.16,522,97.1,965,45.33,1,Apollo
4229,427.1,101.1,1030,44.5,1,Apollo
4230.66,531.6,100.8,932,41.27,1,Apollo
4231.13,545.2,96.5,1060,45.96,1,Apollo
4232.28,538.1,100.2,1029,45.14,1,Apollo
4234.62,495.8,95.6,1042,44.16,1,Apollo
4235.11,517.9,97.4,,43.88,1,Apollo
4236.57,498.1,96.7,972,42.96,1,Apollo
4237.28,501.8,98.2,956,46.42,1,Apollo
4238.68,526.8,98.5,1023,44.06,1,Apollo
4240.63,523.6,98.1,971,42.32,1,Apollo
4241.1,535.7,99.2,1051,42.17,1,Apollo
4242.74,486.9,95.5,1022,45.66,1,Apollo
4244.3,540.6,99,980,44.19,1,Apollo
4246.68,522.7,94.9,997,45.93,1,Apollo
4247.16,522.3,94.7,1003,44.96,1,Apollo
4248.7,539.9,96.2,954,44.19,1,Apollo
4249.12,494.9,99.3,979,44.03,1,Apollo
4250.74,249.3,135.8,116,10.1,1,Apollo
4251.17,362.6,123.7,325,23.73,1,Apollo
4252.6,309,113.6,641,35.99,1,Apollo
,396,113.1,,36.38,1,Apollo
4254.61,521.8,108.4,766,40.95,1,Apollo
4255.03,496.7,106.2,940,41.7,1,Apollo
4256.7,526.7,107.6,868,42.08,1,Apollo
4258.69,472.2,103.3,974,46.97,1,Apollo
4259.1,427.3,102.4,711,45.03,1,Apollo
4260.61,248.2,108.1,1044,40.49,1,Apollo
4261.2,341.4,104.1,698,43.7,1,Apollo
4262.61,405,105.5,916,42.05,1,Apollo
4263.04,399.6,108,826,40.64,1,Apollo
4264.85,487.8,106.6,929,43.78,1,Apollo
4265.11,502.7,106.6,940,41.64,1,Apollo
4266.24,497.5,107.5,1027,41.46,1,Apollo
4267.07,480.1,104.5,851,43.5,1,Apollo
4268.6,342.8,98.9,827,49.13,1,Apollo
4270.2,411.5,142,212,6.55,1,Apollo
4271,31.2,142.4,113,4.52,1,Apollo
4272.52,48.4,140,172,7.88,1,Apollo
4273,49.2,141.2,196,6.32,1,Apollo
4274,66.4,138.8,267,9.92,1,Apollo
4275,69.1,139.1,131,8,1,Apollo
4276.52,68.6,138.3,138,9.71,1,Apollo
4278.52,70.1,138.8,243,8.74,1,Apollo
4280.06,77.6,138.2,233,8.52,1,Apollo
4281.03,85,138.6,185,9.15,1,Apollo
4282.52,82.6,138.9,241,8.83,1,Apollo
4283,87,138.5,222,8.73,1,Apollo
4284.51,87.8,137.8,161,10.43,1,Apollo
4286.53,85.4,135.7,147,11.06,1,Apollo
4287.06,86.2,136.4,215,10.35,1,Apollo
4288.51,87.2,136.7,192,9.95,1,Apollo
4289,88.1,136.7,189,9.79,1,Apollo
4290.53,89.5,136.3,202,9.57,1,Apollo
4291.03,89.7,135,286,11.64,1,Apollo
4292.51,37.5,133.8,214,14.24,1,Apollo
4293.02,67.8,133.7,160,13.18,1,Apollo
4294.51,76.1,133.7,294,11.94,1,Apollo
4295.03,81.1,137.3,295,9.17,1,Apollo
4296.04,99.9,132.2,335,13.83,1,Apollo
4297.23,334.6,115.2,528,23.08,1,Apollo
4298.71,542.1,106.3,954,38.46,1,Apollo
