"BIT_DEPTH","RATE_OF_PENETRATION","HOOK_LOAD","DIFFERENTIAL_PRESSURE","WEIGHT_ON_BIT","DRILL_BIT_ID","DRILL_BIT_NAME"
412.66,787,52.8,728,13.88,1,"ChallengDriller"
413.01,767,58.5,780,11.54,1,"ChallengDriller"
414.51,717.5,53.1,720,16.4,1,"ChallengDriller"
415.06,745.4,59.4,820,21.89,1,"ChallengDriller"
416.57,650.7,54.8,722,21.82,1,"ChallengDriller"
417.17,621.7,51.9,738,22.63,1,"ChallengDriller"
418.7,623.6,57,719,16.24,1,"ChallengDriller"
419.2,601.1,56.5,792,16.6,1,"ChallengDriller"
420.5,700.3,58.4,741,13.38,1,"ChallengDriller"
421.24,677.1,53.4,738,13.79,1,"ChallengDriller"
422.83,657.8,60.9,731,16.17,1,"ChallengDriller"
423.09,641.9,57.1,669,16.48,1,"ChallengDriller"
424.66,741.6,50.6,676,19.61,1,"ChallengDriller"
425.04,768.1,58.1,771,13.91,1,"ChallengDriller"
427.23,719.6,54.1,661,15.37,1,"ChallengDriller"
429.19,669.3,71.4,789,6.11,1,"ChallengDriller"
430.58,876.3,53.5,549,15.14,1,"ChallengDriller"
432.63,743.8,54.3,733,16.55,1,"ChallengDriller"
433.3,849.8,62.8,774,18.45,1,"ChallengDriller"
434.69,732.8,56.5,730,14.08,1,"ChallengDriller"
436.86,786.8,56.2,669,12.56,1,"ChallengDriller"
438.78,803.4,57.5,742,19.59,1,"ChallengDriller"
441,825.3,56.3,769,16.94,1,"ChallengDriller"
442.94,932.4,63,650,14.25,1,"ChallengDriller"
443.1,928.7,63,755,10.16,1,"ChallengDriller"
444.78,894.1,53.4,745,19.29,1,"ChallengDriller"
445.05,850,49.9,645,20.6,1,"ChallengDriller"
447.32,794.1,58.4,679,15.47,1,"ChallengDriller"
448.59,859.4,58.9,650,14.44,1,"ChallengDriller"
449.33,746.5,55.5,815,13.88,1,"ChallengDriller"
450.5,697.4,64.4,695,5.85,1,"ChallengDriller"
452.72,817.6,55,562,13.05,1,"ChallengDriller"
454.11,807.3,51,705,22.38,1,"ChallengDriller"
454.78,683.2,51.9,609,14.18,1,"ChallengDriller"
457.04,602.9,56.4,638,12.05,1,"ChallengDriller"
458.54,695.8,62.5,801,21.11,1,"ChallengDriller"
460.74,553.5,56.1,734,12.72,1,"ChallengDriller"
461.32,687.5,56.6,774,16.49,1,"ChallengDriller"
462.03,443.1,92.7,420,-17.27,1,"ChallengDriller"
462.8,665.1,92.8,411,-17.36,1,"ChallengDriller"
464.87,920.4,92.5,407,-16.82,1,"ChallengDriller"
465.02,872,92.5,427,-17.18,1,"ChallengDriller"
467.39,791.3,56.5,773,11.5,1,"ChallengDriller"
468.58,690.1,60.3,810,14.3,1,"ChallengDriller"
469.05,645.1,65.7,716,12.86,1,"ChallengDriller"
470.59,659.2,67.5,632,8.84,1,"ChallengDriller"
471.26,741.8,54.6,824,13.87,1,"ChallengDriller"
472.56,772.6,60,689,14.75,1,"ChallengDriller"
473.04,673.4,66,604,7.83,1,"ChallengDriller"
474.58,748.4,61.2,693,8.66,1,"ChallengDriller"
475.46,743.1,65.9,723,20.57,1,"ChallengDriller"
476.7,779.6,61.1,757,15.77,1,"ChallengDriller"
477.02,670.6,65.5,719,8.26,1,"ChallengDriller"
478.6,581.5,79.3,690,8.01,1,"ChallengDriller"
479.14,592.8,78.4,580,-2.82,1,"ChallengDriller"
480.53,718.7,58.2,855,12.62,1,"ChallengDriller"
483.01,716.8,51.4,899,16.87,1,"ChallengDriller"
485.01,480.3,56,752,13.08,1,"ChallengDriller"
486.64,643.8,63.8,659,7.17,1,"ChallengDriller"
487.2,715.1,55.2,756,15.21,1,"ChallengDriller"
488.74,677,62.9,570,12.64,1,"ChallengDriller"
489.06,607.5,60.1,831,26.6,1,"ChallengDriller"
490.55,602.6,58.2,783,14.74,1,"ChallengDriller"
491.1,739.8,63.6,746,17.95,1,"ChallengDriller"
492.64,776.4,59.8,843,25.37,1,"ChallengDriller"
493.27,821.3,46.9,815,19.02,1,"ChallengDriller"
494.85,773.8,45.4,859,31.97,1,"ChallengDriller"
495.4,546.8,62.4,822,19.5,1,"ChallengDriller"
496.5,694.8,59.2,817,14.32,1,"ChallengDriller"
498.61,783,62.1,703,11.6,1,"ChallengDriller"
500.86,637.6,57.6,774,12.66,1,"ChallengDriller"
501.03,697.4,59.7,829,19.36,1,"ChallengDriller"
502.71,749.8,59.5,836,16.33,1,"ChallengDriller"
504.66,428.2,59.4,562,17.32,1,"ChallengDriller"
505.03,411.5,65.2,706,14.47,1,"ChallengDriller"
506.72,704.7,58.2,781,13.41,1,"ChallengDriller"
507.06,709.1,59.6,803,23.48,1,"ChallengDriller"
508.35,776.1,59.2,712,19.74,1,"ChallengDriller"
510.63,633.9,58.5,747,23.71,1,"ChallengDriller"
511.27,678.2,59,727,13.6,1,"ChallengDriller"
512.67,695.6,54.8,780,13.79,1,"ChallengDriller"
514.64,606.1,56.8,856,21.46,1,"ChallengDriller"
515,470.2,38.4,734,33.82,1,"ChallengDriller"
516.58,626.8,60.4,696,10.59,1,"ChallengDriller"
519.12,298.3,65.4,872,7.8,1,"ChallengDriller"
520.77,695.3,58.8,720,11.79,1,"ChallengDriller"
521.08,610.1,56.5,805,26.41,1,"ChallengDriller"
523.16,638.3,57.4,787,10.47,1,"ChallengDriller"
524.64,348.4,56.1,609,13.64,1,"ChallengDriller"
525.11,394.5,67.6,682,1.2,1,"ChallengDriller"
526.69,586.1,62.5,696,3.99,1,"ChallengDriller"
527.05,561.6,60.9,812,13.2,1,"ChallengDriller"
528.51,517.4,62.1,709,6.98,1,"ChallengDriller"
529.06,490.1,74.4,678,1.81,1,"ChallengDriller"
530.66,769.4,56.7,901,16.53,1,"ChallengDriller"
532.52,696.6,49.6,738,21.29,1,"ChallengDriller"
533.19,619.9,67.6,924,8.34,1,"ChallengDriller"
534.33,705.9,56.1,729,13.96,1,"ChallengDriller"
536.55,630.5,64.1,753,6.21,1,"ChallengDriller"
537.17,653.9,56.5,763,25.5,1,"ChallengDriller"
538.5,666,58.5,730,24.25,1,"ChallengDriller"
542.87,673.3,49.7,799,27.35,1,"ChallengDriller"
543.03,679,60.7,759,27.35,1,"ChallengDriller"
544.59,666.6,64.8,1040,4.7,1,"ChallengDriller"
545.19,748.9,58.5,1075,12.02,1,"ChallengDriller"
546.25,675.3,58.2,1138,11.71,1,"ChallengDriller"
547.22,850,60.9,1080,10.67,1,"ChallengDriller"
548.63,777.7,50.9,1094,19.89,1,"ChallengDriller"
549.17,759.1,66.3,1159,0.86,1,"ChallengDriller"
550.53,153.2,89.7,63,4.62,1,"ChallengDriller"
551.01,138.9,83.9,220,11.23,1,"ChallengDriller"
552.58,348.4,75.4,252,20.42,1,"ChallengDriller"
553.26,553.4,74.3,368,24.61,1,"ChallengDriller"
554.83,658.4,74,507,27.18,1,"ChallengDriller"
555.14,648.9,73.3,486,38.34,1,"ChallengDriller"
556.51,526.1,74.4,380,19.64,1,"ChallengDriller"
557.3,512.8,72.9,585,20.5,1,"ChallengDriller"
558.27,674.2,75.5,530,25.34,1,"ChallengDriller"
559.09,812.4,73.9,538,25.05,1,"ChallengDriller"
560.59,589.8,74.5,488,20.86,1,"ChallengDriller"
561.1,577.1,71.9,507,25.64,1,"ChallengDriller"
562.87,630.1,75.9,623,17.22,1,"ChallengDriller"
563.17,592.4,72.6,613,22.32,1,"ChallengDriller"
564.52,744.4,56.1,492,39.31,1,"ChallengDriller"
565.17,706.9,64.7,537,29.97,1,"ChallengDriller"
566.69,574.3,74.5,736,21.1,1,"ChallengDriller"
567.33,646.2,63.2,492,30.56,1,"ChallengDriller"
568.82,719,69.6,591,29.7,1,"ChallengDriller"
569.08,705.6,66,613,27.59,1,"ChallengDriller"
570.51,797.2,69.3,568,22.9,1,"ChallengDriller"
571.23,757.1,71.2,667,28.42,1,"ChallengDriller"
572.6,697.7,59,453,20.26,1,"ChallengDriller"
573.4,682.7,70.3,563,34.16,1,"ChallengDriller"
574.56,614.2,69.3,545,35.25,1,"ChallengDriller"
575.16,570.5,73.4,657,19.55,1,"ChallengDriller"
576.57,475.2,70.4,772,20.28,1,"ChallengDriller"
577.24,464.6,67.9,530,41.53,1,"ChallengDriller"
578.64,508.5,72,833,44.57,1,"ChallengDriller"
579.16,443.4,71.8,662,18.07,1,"ChallengDriller"
580.55,501.8,68.9,701,27.18,1,"ChallengDriller"
581.2,582,66.4,657,32.66,1,"ChallengDriller"
582.74,545.5,66.7,611,34.66,1,"ChallengDriller"
583.04,558.6,66.7,568,22.91,1,"ChallengDriller"
584.8,632.3,68.8,604,26.52,1,"ChallengDriller"
585.06,641,68.8,579,28.56,1,"ChallengDriller"
586.51,497.1,65.3,617,32.24,1,"ChallengDriller"
587.22,490.6,70.4,554,25.5,1,"ChallengDriller"
588.62,366.4,66.1,548,25.35,1,"ChallengDriller"
589.04,391.5,66.5,478,25.37,1,"ChallengDriller"
590.6,416.4,73.3,375,19.23,1,"ChallengDriller"
591.12,499,74.4,442,19.14,1,"ChallengDriller"
592.53,519.9,73.3,483,18.89,1,"ChallengDriller"
593.12,501.4,74.2,390,17.21,1,"ChallengDriller"
594.51,653.5,66.3,645,26.57,1,"ChallengDriller"
595.04,720.4,65.9,624,27,1,"ChallengDriller"
596.64,654.1,69.7,566,30.81,1,"ChallengDriller"
597,557.8,72.9,633,26.95,1,"ChallengDriller"
598.89,575.4,65.7,572,24.06,1,"ChallengDriller"
599.09,570.9,65.7,661,32.28,1,"ChallengDriller"
600.52,533.4,64.1,609,26.85,1,"ChallengDriller"
601.17,554.8,76.7,684,23.84,1,"ChallengDriller"
602.64,666.5,67.1,678,27.97,1,"ChallengDriller"
603,624.2,68.4,693,28.83,1,"ChallengDriller"
604.65,374.8,61.8,482,30.72,1,"ChallengDriller"
605.09,331.1,64.6,515,25.26,1,"ChallengDriller"
623.03,617.3,61.2,624,32.79,1,"ChallengDriller"
624.92,647.3,67.7,566,21.75,1,"ChallengDriller"
625.18,790.4,67.7,477,22.77,1,"ChallengDriller"
634.56,384.9,69.8,353,25.55,1,"ChallengDriller"
635.11,303.4,64.9,513,20.7,1,"ChallengDriller"
636.61,340,57.5,605,28.31,1,"ChallengDriller"
637,348.6,64.7,698,32.65,1,"ChallengDriller"
638.62,301.1,66.7,672,22,1,"ChallengDriller"
639.05,298.1,66.9,710,23.94,1,"ChallengDriller"
640.78,343.8,102.7,9,-0.19,1,"ChallengDriller"
642.55,305.8,80.9,477,34.41,1,"ChallengDriller"
643.03,361,74.3,742,33.59,1,"ChallengDriller"
644.58,485,74.5,658,33.78,1,"ChallengDriller"
645.02,517.7,85.1,491,26.17,1,"ChallengDriller"
646.51,551,75.5,524,36.02,1,"ChallengDriller"
647.13,555.7,80.6,751,22.61,1,"ChallengDriller"
648.16,562.6,73.6,727,23.26,1,"ChallengDriller"
649.06,579.8,81.7,553,22.86,1,"ChallengDriller"
650.77,552.5,85.9,688,17.45,1,"ChallengDriller"
651.33,512.2,85.4,541,26.38,1,"ChallengDriller"
652.51,541.5,73.8,836,24.59,1,"ChallengDriller"
653.08,462.2,78.8,483,19.52,1,"ChallengDriller"
654.55,635,76,497,28.15,1,"ChallengDriller"
656.51,459.4,78.8,843,20.85,1,"ChallengDriller"
658.7,314.1,78.4,591,25.13,1,"ChallengDriller"
659.06,355.4,77.9,594,26.15,1,"ChallengDriller"
659.58,575.9,76.2,698,27.88,1,"ChallengDriller"
661.56,687.9,74.2,632,27.08,1,"ChallengDriller"
664.04,395.1,84.4,398,17.31,1,"ChallengDriller"
665.15,328.3,83.3,538,17.78,1,"ChallengDriller"
666.54,387.1,77,605,26.74,1,"ChallengDriller"
667.08,378.3,75.3,656,26.05,1,"ChallengDriller"
668.62,347.8,75.2,593,27.22,1,"ChallengDriller"
669,336.8,72.9,574,31.85,1,"ChallengDriller"
670.56,362.3,76.8,640,30.76,1,"ChallengDriller"
672.68,337.3,73.5,623,27.59,1,"ChallengDriller"
673.03,323.9,70.2,563,31.82,1,"ChallengDriller"
674.59,308.2,72.5,550,29.82,1,"ChallengDriller"
676.51,288.8,75.4,505,33.77,1,"ChallengDriller"
678.87,294.3,73.95,609,28.125,1,"ChallengDriller"
680.355,355.05,73.3,685.5,28.895,1,"ChallengDriller"
680.5867,352.9667,73.3333,668,28.7067,1,"ChallengDriller"
682.295,343.35,70.5,591.5,29.655,1,"ChallengDriller"
683.09,317.5,70.4,586,32.56,1,"ChallengDriller"
684.56,210.3,77.4,599,28.67,1,"ChallengDriller"
685.16,257.4,70.6,562,31.66,1,"ChallengDriller"
686.56,345.6,75.9,640,25.42,1,"ChallengDriller"
687.1,340.4,74.7,625,23.47,1,"ChallengDriller"
688.52,389.5,68.1,641,31.88,1,"ChallengDriller"
689.07,295.2,78.9,589,27.69,1,"ChallengDriller"
690.6,272.8,74,459,26.71,1,"ChallengDriller"
691.13,286.6,71.7,656,28.23,1,"ChallengDriller"
692.68,371.4,71.4,635,31.28,1,"ChallengDriller"
693.08,370.8,70.9,581,28.04,1,"ChallengDriller"
694.63,343.9,70,630,31.09,1,"ChallengDriller"
695,289,71.8,624,29.47,1,"ChallengDriller"
696.6,241.5,71.7,586,27,1,"ChallengDriller"
698.51,289.5,65.8,601,34.19,1,"ChallengDriller"
699.14,270.7,69.7,533,31.61,1,"ChallengDriller"
700.67,292.9,72,636,27.81,1,"ChallengDriller"
701.06,350.5,68.7,675,29.59,1,"ChallengDriller"
702.1,254.8,74.1,526,36.46,1,"ChallengDriller"
703.24,288.9,73.3,685,27.39,1,"ChallengDriller"
704.5,363.1,73.3,555,24.3,1,"ChallengDriller"
707.09,285.9,70,643,30.38,1,"ChallengDriller"
708.05,274.6,75.1,608,25.62,1,"ChallengDriller"
709.1,373.8,71.5,676,31.75,1,"ChallengDriller"
710.52,317.2,74.1,688,30.65,1,"ChallengDriller"
711.02,256.6,69.6,528,27.37,1,"ChallengDriller"
712.56,302.4,66.4,753,35.4,1,"ChallengDriller"
713.16,276.5,68.4,705,29.62,1,"ChallengDriller"
714.71,369.2,67,697,35.51,1,"ChallengDriller"
716.13,360.3,70.3,752,30.98,1,"ChallengDriller"
718.59,396.6,70.9,633,26.53,1,"ChallengDriller"
720.52,295.1,71,694,26.94,1,"ChallengDriller"
721.31,392,74.6,602,23.1,1,"ChallengDriller"
722.68,369.8,68.4,688,38.54,1,"ChallengDriller"
723.25,343.2,67.7,768,30.47,1,"ChallengDriller"
724.36,458.5,72.5,711,27.39,1,"ChallengDriller"
725.14,431.7,61.8,737,37.57,1,"ChallengDriller"
726.03,264.7,65,803,37.77,1,"ChallengDriller"
727.2,497.2,74.7,750,37.97,1,"ChallengDriller"
728.05,253.5,69.4,588,32.12,1,"ChallengDriller"
729.03,322.3,70.5,756,35.29,1,"ChallengDriller"
730.67,270,70,661,32.47,1,"ChallengDriller"
731.03,278.6,66.7,667,35.23,1,"ChallengDriller"
732.02,250.6,69.3,666,33.76,1,"ChallengDriller"
734.58,261.5,64.9,663,31.09,1,"ChallengDriller"
735.1,253.6,67.5,646,34.91,1,"ChallengDriller"
736.53,281.4,71.5,661,34.61,1,"ChallengDriller"
737.06,292.3,71.3,680,32.6,1,"ChallengDriller"
738.59,288.8,63,666,33,1,"ChallengDriller"
739,289.3,70.6,666,32.78,1,"ChallengDriller"
740.57,390.8,72.2,794,33.59,1,"ChallengDriller"
741,389.4,78,658,36.49,1,"ChallengDriller"
742.6,368.3,66.6,648,34.24,1,"ChallengDriller"
744.64,367.2,70.1,627,27.92,1,"ChallengDriller"
745.14,430.2,66.4,744,35.12,1,"ChallengDriller"
746.52,340,70.4,640,34.17,1,"ChallengDriller"
747.11,304.8,74.5,870,28.86,1,"ChallengDriller"
748.66,374.8,70.6,732,37.88,1,"ChallengDriller"
749.13,383.9,66.6,784,32.6,1,"ChallengDriller"
750.01,367.3,69.7,818,32.82,1,"ChallengDriller"
752.52,296.7,75.5,600,31.41,1,"ChallengDriller"
753,282.2,69.7,716,39.74,1,"ChallengDriller"
754.65,274.7,70,728,26.96,1,"ChallengDriller"
755.01,278.2,69.3,716,35.56,1,"ChallengDriller"
757.03,349,67.2,837,33.75,1,"ChallengDriller"
757.55,357.4,71.2,663,37.52,1,"ChallengDriller"
759.02,316.7,71.7,796,29.31,1,"ChallengDriller"
759.54,425.4,69.6,812,32.96,1,"ChallengDriller"
762.18,349.6,72.4,922,28.46,1,"ChallengDriller"
764.74,445.4,68.9,738,35.93,1,"ChallengDriller"
766.58,480.6,73.7,824,28.24,1,"ChallengDriller"
768.02,451.6,71.6,804,28.53,1,"ChallengDriller"
769.03,421,76.4,754,26.74,1,"ChallengDriller"
770.5,495.2,68.5,651,28.96,1,"ChallengDriller"
771.04,498,74.9,746,28.76,1,"ChallengDriller"
772.64,462.3,71.8,583,28.96,1,"ChallengDriller"
774.11,492,72.7,704,24.26,1,"ChallengDriller"
775.19,473.5,74.3,710,27.36,1,"ChallengDriller"
776.54,453.5,67.2,762,33.82,1,"ChallengDriller"
777.11,444.2,70.9,777,31.8,1,"ChallengDriller"
778.04,487,68.2,825,32.76,1,"ChallengDriller"
779.05,477.5,67.8,814,33.11,1,"ChallengDriller"
780.07,444,69.4,740,38.18,1,"ChallengDriller"
782.58,476.2,65.9,738,32.85,1,"ChallengDriller"
783.09,464.3,65.1,775,32.65,1,"ChallengDriller"
784.6,449.1,65.5,790,34.75,1,"ChallengDriller"
786.6,453.5,63.8,818,35.31,1,"ChallengDriller"
787.12,444.5,64,749,35.21,1,"ChallengDriller"
788.56,481.2,68.8,748,29.88,1,"ChallengDriller"
789.15,507.7,68.7,661,29.96,1,"ChallengDriller"
790.82,501.8,72.9,715,26.26,1,"ChallengDriller"
791.08,503.4,68.9,715,28.97,1,"ChallengDriller"
792.77,494.5,75.9,681,23.31,1,"ChallengDriller"
793.2,502.5,73.1,743,28.08,1,"ChallengDriller"
794.61,476.9,68.8,817,32.81,1,"ChallengDriller"
795.04,495.8,67.7,710,30.55,1,"ChallengDriller"
796.65,487.6,80.4,781,30.2,1,"ChallengDriller"
797.26,490.5,79.1,575,21.48,1,"ChallengDriller"
798.5,504.6,72.6,650,23.83,1,"ChallengDriller"
799.19,485.1,79,584,20.57,1,"ChallengDriller"
800.71,490,80.5,525,16.57,1,"ChallengDriller"
801.32,486.7,68.8,623,30.07,1,"ChallengDriller"
802.6,488.7,82.4,451,15.54,1,"ChallengDriller"
803.07,488.1,84,471,14.75,1,"ChallengDriller"
804.8,491.5,82.9,457,18.35,1,"ChallengDriller"
805.18,500.4,84.5,489,15.36,1,"ChallengDriller"
806.56,499,83.3,452,14.39,1,"ChallengDriller"
807.08,487.5,79.4,535,20.12,1,"ChallengDriller"
808.82,495.3,74.5,626,21.7,1,"ChallengDriller"
809.05,509.4,65.5,636,29.92,1,"ChallengDriller"
810.97,492.2,77.9,524,19.88,1,"ChallengDriller"
811.23,501.2,82.8,506,16.7,1,"ChallengDriller"
812.72,485,72.3,608,23.29,1,"ChallengDriller"
813.26,506.2,77.3,504,18.91,1,"ChallengDriller"
814.83,508.3,78,529,18.01,1,"ChallengDriller"
815.18,489.9,74.4,635,22.75,1,"ChallengDriller"
816.58,357.7,67.9,731,28.97,1,"ChallengDriller"
817.2,424,72.7,731,24.88,1,"ChallengDriller"
818.7,508.7,82.5,526,15.18,1,"ChallengDriller"
819.21,533.9,73,603,24.09,1,"ChallengDriller"
820.71,235.8,102.9,42,0.39,1,"ChallengDriller"
821.13,236.5,76.1,285,22.72,1,"ChallengDriller"
822.62,501.9,82.4,591,21.72,1,"ChallengDriller"
823.4,503.4,74.1,733,28.22,1,"ChallengDriller"
824.55,509.6,70.1,779,30.89,1,"ChallengDriller"
825.14,492.4,77,598,25.07,1,"ChallengDriller"
826.5,471.6,77.5,679,27.54,1,"ChallengDriller"
828.67,510.5,73,760,29.24,1,"ChallengDriller"
829.19,482.3,77,760,24.35,1,"ChallengDriller"
830.78,487.5,71.2,781,33.87,1,"ChallengDriller"
832.01,440.2,71.2,833,31.32,1,"ChallengDriller"
833.11,474.8,71.4,835,35.1,1,"ChallengDriller"
834.52,455.8,71.5,880,32.21,1,"ChallengDriller"
835.1,472.9,78.4,847,32.03,1,"ChallengDriller"
836.6,503.8,81.6,633,19.01,1,"ChallengDriller"
838.5,491.1,73.9,683,25.91,1,"ChallengDriller"
839.22,516.4,72.8,688,27.44,1,"ChallengDriller"
840.51,501,75.5,711,27.41,1,"ChallengDriller"
841.14,468.2,76,735,27.41,1,"ChallengDriller"
842.76,477.6,76.8,822,27.68,1,"ChallengDriller"
843.15,462.8,80,620,21.53,1,"ChallengDriller"
844.95,483,77,810,25.32,1,"ChallengDriller"
845.2,483.7,74.1,688,27.21,1,"ChallengDriller"
846.69,510.1,72.5,779,27.63,1,"ChallengDriller"
848.75,538,68.2,854,32.88,1,"ChallengDriller"
850.04,585.7,71.8,814,27.7,1,"ChallengDriller"
851.25,618.9,79.1,890,30.85,1,"ChallengDriller"
852.51,137.2,84,268,16.85,1,"ChallengDriller"
853.22,371,80.8,527,19.62,1,"ChallengDriller"
854.5,568,76.4,656,24.09,1,"ChallengDriller"
855.02,600.8,76.4,600,24.01,1,"ChallengDriller"
856.69,577.8,72.5,744,29.03,1,"ChallengDriller"
858.51,579.8,75.3,736,25.65,1,"ChallengDriller"
859.14,586.9,75.4,720,25.99,1,"ChallengDriller"
860.17,572.1,73.3,690,27.45,1,"ChallengDriller"
861.03,627,73.5,762,27.73,1,"ChallengDriller"
862.7,560.7,72.7,774,27.32,1,"ChallengDriller"
863.12,572,73.7,731,28.45,1,"ChallengDriller"
863.68,610.4,71.7,771,28.76,1,"ChallengDriller"
866.81,707.9,70.3,809,33.81,1,"ChallengDriller"
867.06,728.2,64.7,834,32.54,1,"ChallengDriller"
868.59,665,68.6,870,31.29,1,"ChallengDriller"
869.06,634.9,64.9,822,32.99,1,"ChallengDriller"
870.12,698.3,71.1,760,33.6,1,"ChallengDriller"
871.48,705.4,66.9,826,33.6,1,"ChallengDriller"
872.82,695.1,66.8,844,34.51,1,"ChallengDriller"
873.42,679.8,70.8,866,35.76,1,"ChallengDriller"
874.68,663.9,69.9,838,32.58,1,"ChallengDriller"
875.02,673.5,68.8,860,33.94,1,"ChallengDriller"
876.6,685.3,70.5,772,32.54,1,"ChallengDriller"
877.33,687,67,889,35.36,1,"ChallengDriller"
878.69,642.8,67.3,860,34.43,1,"ChallengDriller"
879.06,687.2,65.7,887,33.66,1,"ChallengDriller"
880.56,670.2,61.8,798,33.9,1,"ChallengDriller"
881.15,709.5,64.8,801,33.34,1,"ChallengDriller"
882.74,628.8,63.2,751,34.49,1,"ChallengDriller"
883.58,711.6,65.3,849,34.19,1,"ChallengDriller"
885.09,684.2,72.6,755,33.29,1,"ChallengDriller"
886.94,678.2,65.5,803,33.32,1,"ChallengDriller"
887.06,670.3,67.4,843,34.59,1,"ChallengDriller"
888.38,820.2,71.1,700,30.3,1,"ChallengDriller"
890.01,737.4,75.6,575,21.47,1,"ChallengDriller"
891.11,758.2,70.7,628,24.94,1,"ChallengDriller"
891.64,702.1,71.9,791,25.64,1,"ChallengDriller"
894.6,765,67.2,698,30.14,1,"ChallengDriller"
895.08,681.8,64.4,852,34.75,1,"ChallengDriller"
896.52,598.1,68.7,833,36.29,1,"ChallengDriller"
897.07,662.4,73.5,732,26.19,1,"ChallengDriller"
898.61,761,68.1,685,30.72,1,"ChallengDriller"
901.04,682.2,68.3,879,35.52,1,"ChallengDriller"
905.15,928.1,64.7,802,32.48,1,"ChallengDriller"
906.54,689.2,70.1,763,36.93,1,"ChallengDriller"
907.17,661.7,71.8,750,29.47,1,"ChallengDriller"
908.67,796.2,71.9,681,29.4,1,"ChallengDriller"
909.36,790.9,67.1,709,30.79,1,"ChallengDriller"
910.51,797.2,68.9,819,28.56,1,"ChallengDriller"
911.19,823.8,73.5,682,23.08,1,"ChallengDriller"
912.72,747.6,67.3,732,30.86,1,"ChallengDriller"
913.13,814.6,66.8,806,31.18,1,"ChallengDriller"
914.71,772.4,69.3,731,28.99,1,"ChallengDriller"
915.05,774.5,81.6,802,28.13,1,"ChallengDriller"
916.58,358.9,105.4,30,-1.92,1,"ChallengDriller"
917.06,662.6,87.4,197,16.57,1,"ChallengDriller"
918.18,604.8,81.8,545,23.04,1,"ChallengDriller"
920.55,677.2,75.3,805,27.58,1,"ChallengDriller"
922.39,791.4,70.7,805,30.74,1,"ChallengDriller"
923.1,749.1,71.3,846,36.45,1,"ChallengDriller"
924.53,651.7,68.3,848,33.85,1,"ChallengDriller"
925.25,687.4,70.3,699,35.6,1,"ChallengDriller"
926.59,695.8,72.3,701,33.57,1,"ChallengDriller"
928.13,672.3,69.8,821,33.02,1,"ChallengDriller"
929.2,697.2,69,834,35.59,1,"ChallengDriller"
929.6,721.7,67.1,768,33.52,1,"ChallengDriller"
931.28,633.1,70.9,709,37.62,1,"ChallengDriller"
932.64,608,66.9,867,33.86,1,"ChallengDriller"
933.21,642.3,68.8,859,36.91,1,"ChallengDriller"
934.78,591.7,69.8,901,34.79,1,"ChallengDriller"
936.27,753.8,71.6,861,29.75,1,"ChallengDriller"
